version;wahl-behoerde-gs;wahl-datum;wahl-name;partei-kurzname;partei-langname;kandidat-name;kandidat-namensvorsatz;kandidat-vorname;kandidat-akadgrad;kandidat-geburtsjahr;kandidat-geschlecht;kandidat-beruf;kandidat-gebiet-nr;kandidat-listenplatz
0.2;05914000;13.09.2020;OB-Wahl;SPD;Sozialdemokratische Partei Deutschlands;Jörg;;Wolfgang;;1963;M;Dipl.-Sozialarbeiter;;
0.2;05914000;13.09.2020;OB-Wahl;CDU, GRÜNE, FDP;Christlich Demokratische Union Deutschlands, Bündnis 90/Die Grünen, Freie Demokratische Partei;Schulz;;Erik Olaf;;1965;M;Oberbürgermeister;;
0.2;05914000;13.09.2020;OB-Wahl;;HAGEN AKTIV;Bücker;;Josef;Dr.;1960;M;Lehrer;;
0.2;05914000;13.09.2020;OB-Wahl;DIE LINKE;Die Linke;Hentschel;;Ingo;;1962;M;Fraktionsgeschäftsführer;;
0.2;05914000;13.09.2020;OB-Wahl;AfD;Alternative für Deutschland;Eiche;;Michael;;1964;M;Verwaltungsangestellter;;
0.2;05914000;13.09.2020;OB-Wahl;PIRATEN;Piratenpartei Deutschland;Kiszkenow;;Thorsten;;1973;M;Kaufm. Angestellter;;
0.2;05914000;13.09.2020;OB-Wahl;REP;DIE REPUBLIKANER;Flebus;;Franco;;1955;M;Rentner;;
0.2;05914000;13.09.2020;OB-Wahl;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;Knüppel;;Laura Valeria;;1987;W;Studentin d. Psychologie;;
