version;wahl-behoerde-gs;wahl-datum;wahl-name;stimmzettel-gebiet-nr;stimmzettel-gebiet-bezeichnung;stimmzettel-position;partei-kurzname;partei-langname;partei-rgb-wert;partei-typ
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;1;SPD;Sozialdemokratische Partei Deutschlands;#d60029;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;2;CDU;Christlich Demokratische Union Deutschlands;#010101;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;3;GRÜNE;BÜNDNIS 90/DIE GRÜNEN;#33cc00;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;4;FDP;Freie Demokratische Partei;#fbee31;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;5;AfD;Alternative für Deutschland;#21c5ff;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;6;Die Linke;Die Linke;#cc0066;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;7;Tierschutzpartei;PARTEI MENSCH UMWELT TIERSCHUTZ;#0070c0;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;8;Die PARTEI;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;#a50021;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;9;dieBasis;Basisdemokratische Partei Deutschland;#8db4e2;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;10;Die Gerechtigkeitspartei – Team Todenhöfer;Die Gerechtigkeitspartei – Team Todenhöfer;#1817c7;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;11;FREIE WÄHLER;FREIE WÄHLER;#366092;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;12;Volt;Volt Deutschland;#6600cc;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;13;MLPD;Marxistisch-Leninistische Partei Deutschlands;#ff0000;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;14;PdF;Partei des Fortschritts;#1817c7;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;15;BÜNDNIS DEUTSCHLAND;BÜNDNIS DEUTSCHLAND;#dee600;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;16;BSW;Bündnis Sahra Wagenknecht - Vernunft und Gerechtigkeit;#471330;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;17;MERA25;MERA25 - Gemeinsam für Europäische Unabhängigkeit;#3d6270;P
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;;;18;WerteUnion;WerteUnion;#17207a;P
