version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3173;3173 Im Sibb;23.02.2025 16:34:22 780;725;351;0;1076;579;0;4;575;3;576;150;114;161;156;53;45;8;14;123;127;41;62;0;12;0;4;0;1;4;0;4;1;0;5;9;7;0;1;0;0;22;26;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3174;3174 Auf der Heide;23.02.2025 16:34:22 780;641;287;0;928;514;0;6;508;3;511;124;99;158;174;66;69;15;15;88;88;28;24;0;2;0;1;0;2;2;1;3;1;0;0;4;2;0;1;0;2;20;29;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3175;3175 Elsey;23.02.2025 16:34:22 780;707;294;0;1001;495;0;8;487;7;488;127;123;107;107;33;30;23;20;134;133;31;37;0;6;0;1;0;1;1;1;5;2;0;1;2;0;0;0;0;1;24;25;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3176;3176 Bezirksverwaltungsstelle Hohenlimburg;23.02.2025 16:34:22 780;501;142;0;643;351;0;4;347;5;346;85;65;75;72;31;34;7;4;92;82;30;37;0;11;0;4;0;1;3;3;3;1;0;0;6;2;0;3;0;1;15;25;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3181;3181 Oeger Str. / Oege;23.02.2025 16:34:22 780;761;371;0;1132;487;0;8;479;4;483;116;99;101;88;26;29;12;13;139;138;40;65;0;5;0;3;0;0;20;15;6;2;0;3;0;0;0;0;0;0;19;23;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3182;3182 Wilhelmstr.;23.02.2025 16:34:22 780;533;257;0;790;407;0;4;403;2;405;92;67;88;85;40;46;12;13;124;122;24;30;0;12;0;4;0;1;0;0;5;3;0;1;0;0;0;1;0;0;18;19;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3183;3183 Nahmertal;23.02.2025 16:34:22 780;560;243;0;803;420;0;6;414;4;416;113;91;76;71;22;21;9;13;147;136;20;38;0;12;0;6;0;1;2;1;3;2;0;1;3;0;0;1;0;0;19;22;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3184;3184 Wesselbach;23.02.2025 16:34:22 780;577;254;0;831;423;0;0;423;0;423;90;75;125;119;44;43;10;12;84;81;38;52;0;5;0;0;0;0;6;1;2;3;0;1;0;0;0;1;0;0;24;29;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3185;3185 Wesselbachstr.;23.02.2025 16:34:22 780;607;286;0;893;472;0;3;469;3;469;120;90;114;113;47;70;23;20;112;111;23;32;0;7;0;1;0;0;3;2;7;4;0;2;1;1;0;0;0;0;19;15;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3191;3191 Holthausen;23.02.2025 16:34:22 780;910;373;0;1283;775;0;9;766;3;772;164;139;267;258;59;59;39;46;149;151;40;54;0;13;0;5;0;2;6;1;8;6;0;1;0;0;0;2;0;0;34;35;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3192;3192 Elseyer Kirchplatz / Am Somborn;23.02.2025 16:34:22 780;936;388;0;1324;729;0;18;711;13;716;192;168;149;139;52;57;23;22;187;184;54;74;0;16;0;4;0;2;16;4;9;7;0;6;1;0;0;2;0;4;28;26;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3193;3193  Mozartstr. / Alter Henkhauser Weg;23.02.2025 16:34:22 780;1106;274;0;1380;770;0;20;750;22;748;176;134;165;181;31;28;18;17;246;234;56;78;0;16;0;2;0;1;13;3;3;2;0;0;4;2;0;1;0;0;38;49;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;3194;3194 Wachtelweg / Am Berge;23.02.2025 16:34:22 780;912;364;0;1276;703;0;6;697;5;698;199;169;186;189;32;40;34;34;173;171;36;43;0;11;0;1;0;0;2;1;4;1;0;0;2;2;0;1;0;0;29;34;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4201;4201 Springe / Tuchmacherstr.;23.02.2025 16:34:22 780;795;180;0;975;465;0;8;457;7;458;134;105;68;59;29;33;12;15;131;128;43;58;0;13;0;5;0;2;10;4;2;2;0;2;0;0;0;0;0;0;28;32;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4202;4202 Oberhagen;23.02.2025 16:34:22 780;793;159;0;952;418;0;7;411;5;413;121;98;60;63;20;22;7;11;108;100;54;73;0;9;0;1;0;1;9;4;7;0;0;0;1;0;0;0;0;1;24;29;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4203;4203 Untere Selbecker Str.;23.02.2025 16:34:22 780;664;254;0;918;387;0;11;376;5;382;109;89;57;61;18;19;10;10;109;109;44;46;0;5;0;2;0;0;6;4;3;2;0;1;0;0;0;0;0;0;20;28;0;0;0;6
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4204;4204 Hüttenbergstr.;23.02.2025 16:34:22 780;614;290;0;904;419;0;2;417;5;414;79;53;125;124;21;24;7;9;132;133;28;37;0;4;0;0;0;1;2;1;3;0;0;0;1;1;0;1;0;0;19;26;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4211;4211 Sunderlohstr.;23.02.2025 16:34:22 780;472;130;0;602;308;0;1;307;2;306;63;49;67;58;23;25;4;11;100;97;29;37;0;8;0;0;0;1;5;2;3;2;0;2;0;0;0;0;0;0;13;14;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4212;4212 Selbecke;23.02.2025 16:34:22 780;640;272;0;912;474;0;4;470;3;471;103;81;126;120;30;33;9;21;156;150;31;34;0;3;0;1;0;2;1;0;1;0;0;7;0;0;0;0;0;0;13;18;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4213;4213 Gesamtschule Eilpe;23.02.2025 16:34:22 780;686;216;0;902;512;0;3;509;5;507;122;94;137;131;25;23;11;16;150;146;30;51;0;5;0;3;0;0;4;2;3;3;0;0;0;0;0;2;0;0;27;31;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4214;4214 In der Welle;23.02.2025 16:34:22 780;1055;352;0;1407;784;3;11;773;9;775;173;150;176;168;41;42;31;37;245;241;55;71;0;7;0;4;0;3;2;1;8;3;0;4;1;1;0;0;0;0;41;43;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4215;4215 Hohenfor;23.02.2025 16:34:22 780;627;203;0;830;443;0;3;440;1;442;100;87;121;109;39;39;15;17;122;123;24;37;0;3;0;0;0;0;2;5;0;1;0;2;1;0;0;0;0;0;16;19;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4221;4221 Delstern-Süd;23.02.2025 16:34:22 780;367;178;0;545;279;0;2;277;0;279;62;50;65;64;34;30;6;12;67;63;26;38;0;5;0;0;0;1;2;1;1;1;0;0;1;0;0;1;0;0;13;13;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4222;4222 Zum Bollwerk / Ambrock;23.02.2025 16:34:22 780;686;290;0;976;546;0;2;544;1;545;101;86;138;130;53;54;16;25;189;181;33;39;0;9;0;7;0;2;2;1;0;0;0;2;0;0;0;0;0;1;12;8;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4223;4223 Priorei;23.02.2025 16:34:22 780;580;259;0;839;452;0;3;449;4;448;82;69;128;115;36;35;11;24;141;137;23;26;0;7;0;3;0;0;3;0;5;3;0;1;2;0;0;1;0;0;18;27;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4224;4224 Rummenohl;23.02.2025 16:34:22 780;600;315;0;915;495;0;7;488;8;487;122;84;115;122;42;43;20;18;143;139;23;35;0;8;0;5;0;4;4;2;3;2;0;1;0;0;0;1;0;0;16;21;0;2;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;4225;4225 Zum Hohenhof / Sürenhagen;23.02.2025 16:34:22 780;687;410;0;1097;564;0;2;562;3;561;111;110;197;171;50;57;25;22;131;136;19;29;0;7;0;1;0;2;2;1;6;3;0;2;1;0;0;0;0;0;20;20;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5231;5231 Jungfernbruch / Haus Harkorten;23.02.2025 16:34:22 780;1019;362;0;1381;757;3;6;751;8;749;208;163;173;174;36;48;20;15;226;229;36;52;0;8;0;2;0;0;5;3;8;1;0;0;1;0;0;1;0;1;38;52;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5232;5232 Büdding;23.02.2025 16:34:22 780;530;136;0;666;398;0;7;391;6;392;104;87;60;67;16;14;8;6;133;127;31;47;0;5;0;0;0;2;12;2;3;0;0;5;1;0;0;1;0;0;23;29;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5233;5233 Spielbrinkstr.;23.02.2025 16:34:22 780;534;153;0;687;379;0;5;374;2;377;99;90;69;68;18;19;9;11;128;123;27;24;0;6;0;0;0;2;1;3;4;0;0;2;1;0;0;0;0;0;18;29;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5234;5234 Geweke / Auf dem Gelling;23.02.2025 16:34:22 780;875;464;0;1339;644;6;0;644;0;644;118;99;173;163;65;54;17;23;191;180;47;73;0;10;0;1;0;1;3;1;4;3;0;3;1;0;0;1;0;1;25;30;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5235;5235 Tückingstr.;23.02.2025 16:34:22 780;771;366;0;1137;595;0;11;584;5;590;122;108;183;189;26;29;30;32;165;149;31;38;0;5;0;4;0;1;6;2;7;4;0;0;1;0;0;0;0;0;13;28;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5241;5241 Hüttenplatz;23.02.2025 16:34:22 780;851;204;0;1055;495;0;10;485;8;487;144;115;73;72;12;15;5;7;156;156;63;84;0;5;0;0;0;1;9;3;4;1;0;0;0;0;0;2;0;0;19;26;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5242;5242 Tillmanns- / Kölner Str.;23.02.2025 16:34:22 780;697;179;0;876;350;0;6;344;8;342;110;93;48;46;14;16;9;9;93;92;32;51;0;7;0;2;0;0;15;6;4;2;0;0;1;0;0;0;0;0;18;18;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5243;5243 Leimstr. / Oedeweg;23.02.2025 16:34:22 780;826;161;0;987;453;5;15;438;9;444;122;88;53;53;14;16;7;8;151;156;44;60;0;18;0;5;0;0;8;3;9;4;0;1;1;2;0;0;0;0;29;28;0;1;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5244;5244 Dickenbruchstr.;23.02.2025 16:34:22 780;760;226;0;986;476;0;5;471;4;472;126;103;76;87;22;23;9;13;159;147;35;43;0;9;0;2;0;3;4;2;9;2;0;1;0;0;0;2;0;1;31;34;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5251;5251 Steinplatz;23.02.2025 16:34:22 780;562;174;0;736;360;0;2;358;3;357;111;91;52;54;27;26;8;11;83;79;41;58;0;5;0;3;0;2;20;6;1;0;0;0;0;1;0;0;0;0;15;18;0;3;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5252;5252 Am Postkopf;23.02.2025 16:34:22 780;561;99;0;660;319;0;6;313;10;309;90;68;37;37;10;11;3;5;112;110;26;43;0;5;0;1;0;0;13;8;4;2;0;1;1;0;0;0;0;1;17;17;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5253;5253 Klutert;23.02.2025 16:34:22 780;552;275;0;827;460;0;1;459;3;457;124;100;144;134;41;46;17;27;89;90;22;32;0;1;0;1;0;0;1;2;2;1;0;0;1;0;0;0;0;1;18;21;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5254;5254 Hestert;23.02.2025 16:34:22 780;550;223;0;773;439;0;2;437;1;438;93;69;144;141;37;42;12;16;100;97;31;43;0;4;0;0;0;1;2;4;5;1;0;1;0;0;0;0;0;0;13;19;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5255;5255 Kettelbach;23.02.2025 16:34:22 780;674;263;0;937;491;0;6;485;3;488;110;91;117;109;26;26;15;22;134;131;36;53;0;5;0;3;0;1;5;4;4;1;0;2;1;0;0;1;0;0;37;37;0;2;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5256;5256 Am Karweg;23.02.2025 16:34:22 780;599;211;0;810;409;0;4;405;3;406;90;63;93;92;16;24;19;15;131;126;26;47;0;4;0;5;0;1;3;1;3;2;0;0;1;0;0;0;0;0;23;26;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5261;5261 Baukloh;23.02.2025 16:34:22 780;799;508;0;1307;634;0;1;633;3;631;163;136;179;185;38;45;25;28;168;170;27;32;0;9;0;2;0;0;1;0;8;1;0;0;0;0;0;1;0;0;24;22;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5262;5262 Ähren- / Twittingstr.;23.02.2025 16:34:22 780;835;169;0;1004;610;0;6;604;6;604;171;123;138;135;27;34;17;21;177;181;31;59;0;6;0;2;0;1;13;7;5;2;0;3;1;0;0;1;0;0;24;29;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5263;5263 Grazer Str.;23.02.2025 16:34:22 780;628;224;0;852;457;0;3;454;2;455;103;74;96;96;24;32;5;5;157;160;46;55;0;10;0;2;0;0;5;0;0;0;0;0;1;0;0;1;0;0;17;20;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5264;5264 Harkortstr.;23.02.2025 16:34:22 780;459;111;0;570;311;0;4;307;5;306;76;65;50;48;9;7;9;7;97;93;32;37;0;3;0;3;0;0;7;3;5;6;0;0;1;0;0;1;0;1;21;30;0;2;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5265;5265 Westerbauer;23.02.2025 16:34:22 780;397;66;0;463;247;0;3;244;3;244;66;55;49;42;4;5;8;6;78;76;20;28;0;4;0;1;0;1;5;2;1;3;0;0;0;0;0;0;0;0;13;21;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;5266;5266 Gabelsberger Str.;23.02.2025 16:34:22 780;610;175;0;785;444;0;11;433;7;437;90;68;104;107;14;14;10;16;156;152;24;32;0;14;0;0;0;2;10;5;10;3;0;0;1;0;0;1;0;0;14;22;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8001;8001 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;262;262;0;262;0;262;87;75;58;66;22;22;7;7;41;39;13;18;0;2;0;0;0;1;10;4;8;5;0;6;0;0;0;1;0;0;16;15;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8002;8002 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;451;451;1;450;0;451;112;100;137;141;47;47;9;14;68;60;33;45;0;9;0;1;0;2;7;3;8;3;0;1;0;0;0;0;0;1;29;22;0;1;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8003;8003 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;551;551;3;548;1;550;133;118;190;183;53;60;26;24;73;73;25;36;0;10;0;3;0;0;16;10;7;0;0;4;0;0;0;0;0;0;25;28;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8004;8004 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;494;494;3;491;0;494;133;119;161;164;52;49;26;25;67;59;18;26;0;13;0;4;0;0;3;2;6;3;0;1;0;0;0;0;0;0;25;28;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8005;8005 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;151;151;0;151;0;151;52;41;27;26;16;18;2;4;24;18;7;17;0;5;0;1;0;0;10;3;0;0;0;0;0;0;0;0;0;4;13;14;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8006;8006 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;421;421;1;420;1;420;123;91;112;119;47;51;6;8;63;54;31;53;0;6;0;2;0;1;12;1;1;1;0;2;1;0;0;3;0;0;24;28;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8007;8007 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;272;272;3;269;1;271;61;57;61;72;32;25;10;4;60;54;17;23;0;5;0;0;0;1;11;2;4;2;0;2;0;0;0;0;0;4;13;19;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8008;8008 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;426;426;1;425;1;425;117;100;138;139;31;32;19;17;67;71;20;23;0;9;0;1;0;0;6;4;4;1;0;4;0;0;0;0;0;0;23;24;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8009;8009 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;1029;1029;7;1022;2;1027;209;196;431;418;147;150;51;44;108;103;26;51;0;10;0;6;0;0;2;1;10;5;0;4;1;0;0;5;0;1;37;33;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8010;8010 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;632;632;4;628;0;632;148;135;261;262;56;69;37;26;66;64;20;31;0;6;0;1;0;0;12;1;4;3;0;4;0;1;0;1;0;0;24;27;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8011;8011 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;1125;1125;8;1117;3;1122;270;243;446;455;127;127;58;59;121;111;33;49;0;11;0;6;0;4;13;4;10;7;0;3;0;0;0;1;0;0;39;41;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8012;8012 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;583;583;5;578;4;579;149;137;215;221;44;47;27;20;93;86;19;26;0;5;0;3;0;1;4;3;4;4;0;1;0;0;0;1;0;0;23;23;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8013;8013 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;1071;1071;9;1062;6;1065;287;271;391;398;117;117;38;34;122;104;42;59;0;19;0;1;0;1;16;6;11;8;0;3;0;0;0;0;0;0;38;43;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8014;8014 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;716;716;5;711;3;713;192;167;292;286;67;76;26;31;72;64;17;25;0;14;0;3;0;1;6;2;10;6;0;6;0;0;0;0;0;1;29;31;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8015;8015 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;895;895;6;889;3;892;277;244;249;262;80;78;38;30;127;114;46;61;0;25;0;7;0;2;10;3;12;2;0;7;1;0;0;3;0;1;49;53;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8016;8016 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;484;484;1;483;1;483;136;110;106;114;54;58;19;15;83;73;49;63;0;11;0;5;0;1;5;5;4;2;0;2;0;0;0;0;0;0;27;22;0;1;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8017;8017 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;322;322;1;321;1;321;100;91;63;68;44;36;4;2;44;46;38;40;0;9;0;4;0;1;2;1;2;0;0;1;0;1;0;0;0;0;24;21;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8018;8018 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;642;642;3;639;1;641;174;153;175;193;79;73;39;36;87;79;39;44;0;13;0;4;0;0;8;5;6;3;0;3;1;0;0;0;0;0;31;34;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8019;8019 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;664;664;8;656;5;659;183;173;208;215;93;100;25;23;78;68;25;28;0;11;0;5;0;0;5;2;16;6;0;5;2;0;0;1;0;0;21;22;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8020;8020 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;329;329;1;328;0;329;107;100;57;55;43;32;11;11;43;40;38;53;0;5;0;3;0;2;7;3;3;3;0;5;0;0;0;0;0;0;19;17;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8021;8021 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;613;613;2;611;3;610;164;147;196;195;50;51;24;22;88;78;27;46;0;14;0;4;0;0;10;6;13;5;0;2;0;0;0;2;0;0;39;37;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8022;8022 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;833;833;2;831;1;832;173;142;337;334;70;75;23;24;134;126;35;53;0;14;0;8;0;0;6;2;9;4;0;7;2;0;0;1;0;0;42;42;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8023;8023 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;452;452;1;451;0;452;143;132;113;123;30;23;14;11;89;85;21;21;0;7;0;11;0;1;9;5;12;6;0;4;2;0;0;2;0;1;18;20;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8024;8024 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;689;689;3;686;0;689;162;146;239;240;59;61;19;19;119;113;25;34;0;23;0;1;0;1;10;6;24;10;0;3;0;1;0;1;0;4;29;24;0;0;0;2
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8025;8025 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;578;578;4;574;1;577;140;142;222;210;57;54;21;11;88;95;22;31;0;13;0;3;0;0;3;2;3;2;0;2;1;0;0;0;0;0;17;12;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8026;8026 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;709;709;8;701;1;708;177;184;258;261;67;67;23;10;121;113;20;26;0;12;0;3;0;4;4;1;5;2;0;0;0;0;0;0;0;1;26;24;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8027;8027 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;579;579;4;575;4;575;140;117;177;188;51;60;19;20;115;109;22;19;0;10;0;2;0;1;7;4;11;6;0;3;1;1;0;1;0;1;32;32;0;1;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8028;8028 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;644;644;8;636;4;640;142;134;285;293;75;80;24;17;78;71;14;20;0;4;0;2;0;0;1;0;1;1;0;3;0;0;0;0;0;1;16;14;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8029;8029 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;655;655;5;650;3;652;192;175;206;216;51;45;22;21;89;85;26;37;0;17;0;2;0;1;8;3;21;9;0;7;2;1;0;1;0;0;33;32;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8030;8030 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;383;383;6;377;3;380;99;85;108;111;31;32;10;3;65;62;26;35;0;10;0;2;0;0;8;3;9;2;0;4;2;0;0;0;0;1;19;27;0;1;0;2
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8031;8031 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;818;818;8;810;1;817;189;176;347;368;89;95;38;26;95;87;16;16;0;14;0;5;0;3;1;0;15;6;0;2;1;1;0;1;0;1;19;16;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8032;8032 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;943;943;27;916;25;918;196;191;364;359;105;109;53;39;104;112;24;37;0;18;0;5;0;1;14;10;16;5;0;3;0;0;0;1;0;2;40;26;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8033;8033 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;817;817;1;816;0;817;187;169;281;295;59;55;33;19;116;116;49;60;0;12;0;9;0;1;10;5;16;11;0;5;2;0;0;1;0;0;63;59;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8034;8034 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;667;667;12;655;2;665;159;136;223;225;61;66;22;23;84;79;33;43;0;16;0;4;0;3;10;3;15;6;0;4;3;1;0;4;0;0;45;52;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8035;8035 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;814;814;1;813;0;814;197;181;221;218;73;65;27;26;153;147;36;50;0;14;0;17;0;2;18;13;18;8;0;3;1;1;0;4;0;0;69;63;0;1;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8036;8036 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;480;480;5;475;3;477;133;107;153;158;62;71;21;21;44;46;16;26;0;9;0;5;0;0;5;3;4;4;0;3;2;0;0;1;0;2;35;21;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8037;8037 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;688;688;2;686;3;685;192;179;231;233;63;63;15;23;92;75;25;30;0;13;0;2;0;1;7;3;20;11;0;1;1;0;0;6;0;3;40;42;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8038;8038 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;580;580;1;579;0;580;170;156;187;186;35;40;16;12;89;83;22;27;0;14;0;6;0;4;15;8;12;6;0;1;1;1;0;0;0;0;32;36;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8039;8039 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;286;286;3;283;1;285;83;75;66;78;19;22;9;6;50;46;33;24;0;7;0;3;0;2;4;2;2;0;0;4;1;1;0;0;0;0;16;13;0;2;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8040;8040 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;507;507;5;502;3;504;146;132;139;147;44;50;27;27;85;86;24;19;0;7;0;5;0;0;1;0;10;4;0;2;0;0;0;0;0;0;26;25;0;0;0;0
