version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.3;05914000;Stadt Hagen;26.09.2021;Wahl zum Deutschen Bundestag;Wahl zum Deutschen Bundestag;Wahlkreis;;;Wahlkreis;Stadtbezirke;Wahlbezirke
