PLZ;Ort;Straße;Hausnummer;X;Y;Stimmbezirk;WahlbezirkId
58091;Hagen;Abergweg;1;32396848,472;5681985,307;4224;22
58091;Hagen;Abergweg;2;32396835,372;5681968,7;4224;22
58091;Hagen;Abergweg;3;32396889,804;5681986,048;4224;22
58091;Hagen;Abergweg;3a;32396867,586;5681970,397;4224;22
58091;Hagen;Abergweg;7;32396968,501;5681928,678;4224;22
58091;Hagen;Abergweg;9;32396968,747;5681963,348;4224;22
58091;Hagen;Abergweg;11;32397026,973;5681959,905;4224;22
58093;Hagen;Ackerstraße;2;32395790,772;5691081,565;1065;06
58093;Hagen;Ackerstraße;8;32395810,844;5691089,518;1065;06
58093;Hagen;Ackerstraße;12;32395856,602;5691112,338;1065;06
58093;Hagen;Ackerstraße;13;32395915,694;5691145,543;1065;06
58093;Hagen;Ackerstraße;15;32395881,654;5691143,707;1065;06
58099;Hagen;Adalbert-Stifter-Straße;1;32392849,802;5693760,73;2142;14
58099;Hagen;Adalbert-Stifter-Straße;2;32392827,553;5693751,199;2142;14
58099;Hagen;Adalbert-Stifter-Straße;2a;32392820,523;5693758,268;2142;14
58099;Hagen;Adalbert-Stifter-Straße;4;32392832,502;5693734,225;2142;14
58099;Hagen;Adalbert-Stifter-Straße;5;32392863,099;5693724,902;2142;14
58099;Hagen;Adalbert-Stifter-Straße;6;32392835,824;5693709,706;2142;14
58099;Hagen;Adalbert-Stifter-Straße;6a;32392828,813;5693709,739;2142;14
58099;Hagen;Adalbert-Stifter-Straße;7;32392872,402;5693723,148;2142;14
58099;Hagen;Adalbert-Stifter-Straße;7a;32392887,013;5693715,222;2142;14
58099;Hagen;Adalbert-Stifter-Straße;8;32392859,655;5693693,152;2142;14
58099;Hagen;Adalbert-Stifter-Straße;9;32392915,581;5693718,653;2142;14
58099;Hagen;Adalbert-Stifter-Straße;10;32392865,862;5693693,513;2142;14
58099;Hagen;Adalbert-Stifter-Straße;11;32392931,868;5693722,392;2142;14
58099;Hagen;Adalbert-Stifter-Straße;12;32392872,127;5693691,823;2142;14
58099;Hagen;Adalbert-Stifter-Straße;13;32393000,535;5693710,96;2142;14
58099;Hagen;Adalbert-Stifter-Straße;14;32392878,313;5693692,178;2142;14
58099;Hagen;Adalbert-Stifter-Straße;15;32393002,218;5693727,717;2142;14
58099;Hagen;Adalbert-Stifter-Straße;16;32392884,468;5693692,533;2142;14
58099;Hagen;Adalbert-Stifter-Straße;18;32392890,636;5693692,891;2142;14
58099;Hagen;Adalbert-Stifter-Straße;20;32392887,698;5693666,128;2142;14
58099;Hagen;Adalbert-Stifter-Straße;22;32392888,378;5693660,074;2142;14
58099;Hagen;Adalbert-Stifter-Straße;24;32392889,072;5693653,89;2142;14
58099;Hagen;Adalbert-Stifter-Straße;26;32392990,369;5693688,551;2142;14
58097;Hagen;Adolfstraße;1;32393085,915;5691489,295;1031;03
58097;Hagen;Adolfstraße;2;32393102,079;5691480,929;1031;03
58097;Hagen;Adolfstraße;3;32393090,148;5691504,727;1031;03
58097;Hagen;Adolfstraße;4;32393105,383;5691493,199;1031;03
58097;Hagen;Adolfstraße;5;32393094,355;5691519,91;1031;03
58097;Hagen;Adolfstraße;6;32393108,907;5691505,96;1031;03
58097;Hagen;Adolfstraße;7;32393106,109;5691562,197;1031;03
58097;Hagen;Adolfstraße;8;32393120,986;5691549,284;1031;03
58097;Hagen;Adolfstraße;9;32393109,053;5691572,98;1031;03
58097;Hagen;Adolfstraße;9a;32393096,586;5691586,229;1031;03
58097;Hagen;Adolfstraße;10;32393125,1;5691564,221;1031;03
58097;Hagen;Adolfstraße;11;32393112,464;5691585,445;1031;03
58097;Hagen;Adolfstraße;12;32393128,023;5691574,506;1031;03
58097;Hagen;Adolfstraße;13;32393114,799;5691598,455;1031;03
58097;Hagen;Adolfstraße;14;32393132,024;5691589,147;1031;03
58091;Hagen;Adrianstraße;1;32395172,06;5689430,64;4203;20
58091;Hagen;Adrianstraße;3;32395160,318;5689419,647;4203;20
58091;Hagen;Adrianstraße;6;32395138,524;5689411,717;4203;20
58091;Hagen;Adrianstraße;7;32395154,798;5689399,28;4203;20
58091;Hagen;Adrianstraße;8;32395143,047;5689402,619;4203;20
58091;Hagen;Adrianstraße;10;32395145,079;5689378,577;4203;20
58091;Hagen;Adrianstraße;12;32395149,86;5689364,802;4203;20
58089;Hagen;Aehringhausen;1;32388683,247;5691999,094;2151;15
58089;Hagen;Aehringhausen;2;32388622,943;5691876,273;2151;15
58089;Hagen;Aehringhausen;2a;32388678,03;5691876,203;2151;15
58089;Hagen;Aehringhausen;4;32388630,452;5692016,941;2151;15
58089;Hagen;Aehringhausen;5;32388837,099;5692123,264;2151;15
58135;Hagen;Agnes-Miegel-Straße;3;32388811,631;5688311,601;5266;26
58135;Hagen;Agnes-Miegel-Straße;5;32388789,184;5688305,962;5266;26
58135;Hagen;Agnes-Miegel-Straße;7;32388780,958;5688303,797;5266;26
58135;Hagen;Agnes-Miegel-Straße;9;32388767,168;5688302,858;5266;26
58135;Hagen;Agnes-Miegel-Straße;11;32388759,278;5688300,5;5266;26
58135;Hagen;Agnes-Miegel-Straße;13;32388745,695;5688299,765;5266;26
58135;Hagen;Agnes-Miegel-Straße;15;32388737,539;5688297,536;5266;26
58135;Hagen;Agnes-Miegel-Straße;17;32388723,612;5688295,45;5266;26
58135;Hagen;Agnes-Miegel-Straße;19;32388715,245;5688293,187;5266;26
58135;Hagen;Agnes-Miegel-Straße;21;32388701,419;5688290,319;5266;26
58135;Hagen;Agnes-Miegel-Straße;23;32388693,297;5688287,867;5266;26
58135;Hagen;Agnes-Miegel-Straße;25;32388679,164;5688284,181;5266;26
58135;Hagen;Agnes-Miegel-Straße;27;32388670,941;5688281,8;5266;26
58135;Hagen;Agnes-Miegel-Straße;29;32388656,434;5688276,885;5266;26
58135;Hagen;Agnes-Miegel-Straße;31;32388648,692;5688275,631;5266;26
58135;Hagen;Agnes-Miegel-Straße;33;32388634,518;5688271,474;5266;26
58135;Hagen;Agnes-Miegel-Straße;35;32388626,388;5688269,317;5266;26
58135;Hagen;Agnes-Miegel-Straße;37;32388605,83;5688267,392;5266;26
58135;Hagen;Agnes-Miegel-Straße;39;32388586,793;5688257,471;5266;26
58135;Hagen;Agnes-Miegel-Straße;41;32388577,216;5688243,971;5266;26
58135;Hagen;Agnes-Miegel-Straße;43;32388557,338;5688243,657;5266;26
58135;Hagen;Agnes-Miegel-Straße;45;32388554,062;5688237,023;5266;26
58135;Hagen;Agnes-Miegel-Straße;47;32388550,905;5688230,628;5266;26
58135;Hagen;Agnes-Miegel-Straße;48;32388533,617;5688293,565;5266;26
58135;Hagen;Agnes-Miegel-Straße;49;32388547,55;5688223,856;5266;26
58135;Hagen;Agnes-Miegel-Straße;51;32388531,971;5688189,968;5266;26
58119;Hagen;Ahmer Weg;2;32401830,647;5689353,321;3181;18
58119;Hagen;Ahmer Weg;3;32401790,847;5689399,839;3181;18
58119;Hagen;Ahmer Weg;5;32401802,872;5689391,249;3181;18
58119;Hagen;Ahmer Weg;7;32401820,133;5689380,588;3181;18
58119;Hagen;Ahmer Weg;9;32401841,632;5689382,561;3181;18
58119;Hagen;Ahmer Weg;11;32401860,85;5689381,921;3181;18
58119;Hagen;Ahmer Weg;13;32401876,036;5689380,55;3181;18
58119;Hagen;Ahmer Weg;15;32401891,211;5689378,85;3181;18
58119;Hagen;Ahmer Weg;17;32401906,811;5689377,073;3181;18
58119;Hagen;Ahmer Weg;19;32401922,16;5689375,293;3181;18
58119;Hagen;Ahmer Weg;21;32401937,22;5689373,406;3181;18
58119;Hagen;Ahmer Weg;23;32401952,58;5689371,216;3181;18
58119;Hagen;Ahmer Weg;25;32401968,306;5689369,725;3181;18
58119;Hagen;Ahmer Weg;26;32401984,163;5689343,211;3181;18
58119;Hagen;Ahmer Weg;28;32402000,216;5689340,773;3181;18
58119;Hagen;Ahmer Weg;29;32402001,556;5689364,325;3181;18
58119;Hagen;Ahmer Weg;30;32402026,042;5689337,582;3181;18
58119;Hagen;Ahmer Weg;31;32402018,158;5689361,265;3181;18
58119;Hagen;Ahmer Weg;32;32402042,289;5689337,252;3181;18
58119;Hagen;Ahmer Weg;33;32402033,901;5689360,062;3181;18
58119;Hagen;Ahmer Weg;35;32402049,043;5689359,837;3181;18
58119;Hagen;Ahmer Weg;37;32402063,89;5689359,557;3181;18
58119;Hagen;Ahmer Weg;38a;32402113,952;5689357,268;3181;18
58119;Hagen;Ahmer Weg;39;32402081,547;5689364,151;3181;18
58119;Hagen;Ahmer Weg;40;32402124,204;5689372,08;3181;18
58119;Hagen;Ahmer Weg;41;32402098,932;5689369,873;3181;18
58119;Hagen;Ahmer Weg;43;32402104,247;5689397,078;3181;18
58089;Hagen;Ahornweg;2;32390839,428;5693550,375;2154;15
58089;Hagen;Ahornweg;4;32390843,093;5693542,092;2154;15
58089;Hagen;Ahornweg;6;32390846,919;5693533,734;2154;15
58089;Hagen;Ahornweg;8;32390858,304;5693514,989;2154;15
58089;Hagen;Ahornweg;10;32390862,24;5693506,412;2154;15
58089;Hagen;Ahornweg;12;32390865,691;5693500,785;2154;15
58089;Hagen;Ahornweg;14;32390869,298;5693492,856;2154;15
58089;Hagen;Ahornweg;16;32390879,285;5693471,396;2154;15
58089;Hagen;Ahornweg;18;32390870,816;5693469,162;2154;15
58089;Hagen;Ahornweg;20;32390862,377;5693467,4;2154;15
58089;Hagen;Ahornweg;22;32390854,585;5693464,222;2154;15
58089;Hagen;Ahornweg;24;32390892,755;5693440,698;2154;15
58089;Hagen;Ahornweg;26;32390884,193;5693438,804;2154;15
58089;Hagen;Ahornweg;28;32390876,036;5693436,821;2154;15
58089;Hagen;Ahornweg;30;32390868,079;5693433,581;2154;15
58089;Hagen;Ahornweg;32;32390906,465;5693409,791;2154;15
58089;Hagen;Ahornweg;34;32390901,772;5693407,737;2154;15
58089;Hagen;Ahornweg;36;32390896,716;5693407,215;2154;15
58089;Hagen;Ahornweg;38;32390892,25;5693405,228;2154;15
58089;Hagen;Ahornweg;40;32390887,151;5693404,704;2154;15
58089;Hagen;Ahornweg;42;32390882,693;5693402,771;2154;15
58135;Hagen;Ährenstraße;1;32388586,278;5689731,948;5262;26
58135;Hagen;Ährenstraße;3;32388595,061;5689717,302;5262;26
58135;Hagen;Ährenstraße;4;32388536,74;5689754,67;5262;26
58135;Hagen;Ährenstraße;5;32388602,188;5689703,537;5262;26
58135;Hagen;Ährenstraße;7;32388541,945;5689707,976;5262;26
58135;Hagen;Ährenstraße;8;32388471,317;5689715,395;5262;26
58135;Hagen;Ährenstraße;9;32388550,366;5689693,531;5262;26
58135;Hagen;Ährenstraße;11;32388557,514;5689679,863;5262;26
58135;Hagen;Ährenstraße;12;32388407,113;5689673,869;5262;26
58135;Hagen;Ährenstraße;13;32388497,852;5689682,241;5262;26
58135;Hagen;Ährenstraße;15;32388506,611;5689667,948;5262;26
58135;Hagen;Ährenstraße;16;32388341,425;5689642,21;5262;26
58135;Hagen;Ährenstraße;17;32388513,887;5689654,331;5262;26
58135;Hagen;Ährenstraße;19;32388460,545;5689649,229;5262;26
58135;Hagen;Ährenstraße;21;32388467,48;5689636,872;5262;26
58135;Hagen;Ährenstraße;23;32388475,344;5689623,958;5262;26
58135;Hagen;Ährenstraße;25;32388418,615;5689619,811;5262;26
58135;Hagen;Ährenstraße;27;32388425,553;5689607,547;5262;26
58135;Hagen;Ährenstraße;29;32388433,591;5689594,298;5262;26
58135;Hagen;Ährenstraße;31;32388373,63;5689607,451;5262;26
58135;Hagen;Ährenstraße;33;32388358,105;5689597,947;5262;26
58135;Hagen;Ährenstraße;35;32388334,498;5689590,174;5262;26
58135;Hagen;Ährenstraße;37;32388327,803;5689573,624;5262;26
58135;Hagen;Ährenstraße;39;32388300,642;5689574,475;5262;26
58097;Hagen;Ahrstraße;1;32393776,916;5691870,057;1024;02
58097;Hagen;Ahrstraße;2;32393794,039;5691895,181;1025;02
58097;Hagen;Ahrstraße;3;32393750,766;5691859,599;1024;02
58097;Hagen;Ahrstraße;4;32393778,557;5691889,527;1025;02
58097;Hagen;Ahrstraße;5;32393725,267;5691848,945;1024;02
58097;Hagen;Ahrstraße;6;32393763,586;5691884,054;1025;02
58097;Hagen;Ahrstraße;7;32393692,204;5691834,289;1024;02
58097;Hagen;Ahrstraße;8;32393750,682;5691879,333;1025;02
58097;Hagen;Ahrstraße;9;32393669,738;5691826,642;1024;02
58097;Hagen;Ahrstraße;10;32393734,522;5691873,812;1025;02
58097;Hagen;Ahrstraße;12;32393719,698;5691868,098;1025;02
58097;Hagen;Ahrstraße;13;32393613,882;5691801,421;1024;02
58089;Hagen;Akazienweg;1;32391429,189;5693253,871;2154;15
58089;Hagen;Akazienweg;2;32391410,69;5693273,638;2154;15
58089;Hagen;Akazienweg;3;32391420,982;5693234,199;2154;15
58089;Hagen;Akazienweg;4;32391404,027;5693248,9;2154;15
58089;Hagen;Akazienweg;5;32391410,253;5693216,431;2154;15
58089;Hagen;Akazienweg;6;32391393,69;5693233,176;2154;15
58089;Hagen;Akazienweg;7;32391396,891;5693200,372;2154;15
58089;Hagen;Akazienweg;8;32391381,974;5693219,691;2154;15
58089;Hagen;Akazienweg;9;32391382,212;5693183,307;2154;15
58089;Hagen;Akazienweg;10;32391371,043;5693204,332;2154;15
58089;Hagen;Akazienweg;11;32391370,751;5693170,004;2154;15
58089;Hagen;Akazienweg;12;32391358,602;5693189,976;2154;15
58089;Hagen;Akazienweg;13;32391360,102;5693154,46;2154;15
58089;Hagen;Akazienweg;14;32391345,737;5693175,057;2154;15
58089;Hagen;Akazienweg;15;32391352,269;5693136,574;2154;15
58089;Hagen;Akazienweg;16;32391333,336;5693160,459;2154;15
58089;Hagen;Akazienweg;18;32391318,849;5693132,928;2154;15
58089;Hagen;Akazienweg;19;32391346,283;5693097,807;2154;15
58089;Hagen;Akazienweg;20;32391324,899;5693113,185;2154;15
58089;Hagen;Akazienweg;21;32391348,009;5693078,929;2154;15
58089;Hagen;Akazienweg;21a;32391371,968;5693069,296;2154;15
58089;Hagen;Akazienweg;22;32391326,435;5693094,516;2154;15
58089;Hagen;Akazienweg;23;32391349,441;5693060,02;2154;15
58089;Hagen;Akazienweg;23a;32391367,86;5693058,963;2154;15
58089;Hagen;Akazienweg;24;32391327,978;5693076,045;2154;15
58089;Hagen;Akazienweg;25;32391351,161;5693041,273;2154;15
58089;Hagen;Akazienweg;26;32391329,509;5693057,273;2154;15
58089;Hagen;Akazienweg;27;32391352,684;5693022,302;2154;15
58089;Hagen;Akazienweg;28;32391331,047;5693038,697;2154;15
58089;Hagen;Akazienweg;29;32391354,208;5693003,331;2154;15
58089;Hagen;Akazienweg;30;32391332,678;5693019,92;2154;15
58089;Hagen;Akazienweg;31;32391354,534;5692984,409;2154;15
58089;Hagen;Akazienweg;32;32391330,386;5693000,605;2154;15
58089;Hagen;Akazienweg;33;32391347,282;5692966,098;2154;15
58089;Hagen;Akazienweg;34;32391327,171;5692980,727;2154;15
58089;Hagen;Akazienweg;35;32391334,342;5692945,72;2154;15
58089;Hagen;Albrechtstraße;3;32392033,207;5690717,146;1101;10
58089;Hagen;Albrechtstraße;5;32392000,481;5690702,695;1101;10
58089;Hagen;Albrechtstraße;7;32391984,4;5690716,476;1101;10
58089;Hagen;Albrechtstraße;9;32391973,708;5690729,641;1101;10
58089;Hagen;Albrechtstraße;11;32391961,834;5690739,922;1101;10
58089;Hagen;Albrechtstraße;13;32391947,002;5690752,532;1101;10
58089;Hagen;Albrechtstraße;15;32391940,986;5690758,174;1101;10
58089;Hagen;Albrechtstraße;21;32391920,321;5690802,716;1101;10
58089;Hagen;Albrechtstraße;25a;32391883,561;5690898,57;1101;10
58089;Hagen;Albrechtstraße;25b;32391877,17;5690897,281;1101;10
58089;Hagen;Albrechtstraße;25c;32391863,703;5690889,423;1101;10
58089;Hagen;Albrechtstraße;25d;32391857,39;5690888,137;1101;10
58089;Hagen;Albrechtstraße;25e;32391843,944;5690880,323;1101;10
58089;Hagen;Albrechtstraße;25f;32391837,585;5690879,016;1101;10
58089;Hagen;Albrechtstraße;25g;32391824,09;5690871,172;1101;10
58089;Hagen;Albrechtstraße;25h;32391817,768;5690869,902;1101;10
58089;Hagen;Albrechtstraße;27;32391867,088;5690952,292;1101;10
58089;Hagen;Albrechtstraße;28;32391909,589;5690893,021;1101;10
58089;Hagen;Albrechtstraße;29;32391863,564;5690968,433;1101;10
58089;Hagen;Albrechtstraße;30;32391903,447;5690920,831;1101;10
58089;Hagen;Albrechtstraße;31;32391858,407;5690983,108;1101;10
58089;Hagen;Albrechtstraße;33;32391857,412;5690996,806;1101;10
58089;Hagen;Albrechtstraße;35;32391854,155;5691011,649;1101;10
58089;Hagen;Albrechtstraße;36;32391886,868;5690963,582;1101;10
58089;Hagen;Albrechtstraße;37;32391852,159;5691020,831;1101;10
58089;Hagen;Albrechtstraße;38;32391882,84;5690984,843;1101;10
58089;Hagen;Albrechtstraße;39;32391848,565;5691037,291;1101;10
58089;Hagen;Albrechtstraße;40;32391879,493;5690998,387;1101;10
58089;Hagen;Albrechtstraße;42;32391876,16;5691014,863;1101;10
58089;Hagen;Albrechtstraße;44;32391872,887;5691028,626;1101;10
58089;Hagen;Albrechtstraße;45;32391882,506;5691145,56;1102;10
58089;Hagen;Albrechtstraße;46;32391870;5691042,721;1101;10
58089;Hagen;Albrechtstraße;47;32391894,73;5691153,572;1102;10
58089;Hagen;Albrechtstraße;48;32391868,335;5691050,406;???Nummer;
58089;Hagen;Albrechtstraße;49;32391908,403;5691165,327;1102;10
58089;Hagen;Albrechtstraße;50;32391871,338;5691094,992;1102;10
58089;Hagen;Albrechtstraße;51;32391917,918;5691174,314;1102;10
58089;Hagen;Albrechtstraße;52;32391864,985;5691103,224;1102;10
58089;Hagen;Albrechtstraße;53;32391926,957;5691189,7;1102;10
58089;Hagen;Albrechtstraße;54;32391881,686;5691117,779;1102;10
58089;Hagen;Albrechtstraße;55;32391929,966;5691196,26;1102;10
58089;Hagen;Albrechtstraße;56;32391897,22;5691129,949;1102;10
58089;Hagen;Albrechtstraße;57;32391935,255;5691213,278;1102;10
58089;Hagen;Albrechtstraße;58;32391913,869;5691142,948;1102;10
58089;Hagen;Albrechtstraße;59;32391938,811;5691221,61;1102;10
58089;Hagen;Albrechtstraße;60;32391931,53;5691155,879;1102;10
58089;Hagen;Albrechtstraße;61;32391942,3;5691239,971;1102;10
58089;Hagen;Albrechtstraße;62;32391942,887;5691166,496;1102;10
58089;Hagen;Albrechtstraße;64;32391949,951;5691185,973;1102;10
58089;Hagen;Albrechtstraße;66;32391952,597;5691194,016;1102;10
58089;Hagen;Albrechtstraße;68;32391958,241;5691212,935;1102;10
58089;Hagen;Albrechtstraße;72;32391964,286;5691230,645;1102;10
58089;Hagen;Albrechtstraße;74;32391967,18;5691252,096;1102;10
58119;Hagen;Alemannenweg;2;32399581,361;5691322,851;3192;19
58119;Hagen;Alemannenweg;4;32399573,301;5691351,646;3192;19
58119;Hagen;Alemannenweg;6;32399570,922;5691360,734;3192;19
58119;Hagen;Alemannenweg;6a;32399602,47;5691372,156;3192;19
58119;Hagen;Alemannenweg;7;32399540,61;5691386,03;3192;19
58119;Hagen;Alemannenweg;8;32399563,746;5691388,433;3192;19
58119;Hagen;Alemannenweg;9;32399533,769;5691417,759;3192;19
58119;Hagen;Alemannenweg;10;32399556,995;5691420,362;3192;19
58119;Hagen;Alemannenweg;12;32399551,724;5691446,226;3192;19
58119;Hagen;Alemannenweg;14;32399546,194;5691473,11;3192;19
58119;Hagen;Alemannenweg;16;32399538,342;5691510,265;3192;19
58119;Hagen;Alemannenweg;18;32399535,801;5691522,409;3192;19
58119;Hagen;Alemannenweg;20;32399529,533;5691554,172;3192;19
58119;Hagen;Alemannenweg;21;32399471,815;5691575,04;3192;19
58119;Hagen;Alemannenweg;22;32399519,952;5691577,985;3192;19
58119;Hagen;Alemannenweg;23;32399446,812;5691579,972;3192;19
58119;Hagen;Alemannenweg;23a;32399399,677;5691587,412;3192;19
58119;Hagen;Alemannenweg;24;32399501,837;5691593,368;3192;19
58119;Hagen;Alemannenweg;25;32399311,43;5691612,251;3192;19
58119;Hagen;Alemannenweg;26;32399475,166;5691605,816;3192;19
58119;Hagen;Alemannenweg;27;32399271,921;5691616,318;3192;19
58119;Hagen;Alemannenweg;29;32399245,605;5691617,492;3192;19
58119;Hagen;Alemannenweg;30;32399423,579;5691617,755;3192;19
58119;Hagen;Alemannenweg;32;32399262,745;5691654,144;3192;19
58097;Hagen;Alexanderstraße;6;32392873,5;5692921,907;???Nummer;
58097;Hagen;Alexanderstraße;14;32392910,589;5692912,285;???Nummer;
58097;Hagen;Alexanderstraße;18;32393019,036;5692831,319;???Nummer;
58097;Hagen;Alexanderstraße;20;32393065,867;5692843,454;???Nummer;
58097;Hagen;Alexanderstraße;22;32393058,587;5692908,319;???Nummer;
58097;Hagen;Alexanderstraße;31;32393233,954;5692964,704;???Nummer;
58097;Hagen;Alexanderstraße;33;32393233,745;5692997,162;???Nummer;
58097;Hagen;Alexanderstraße;34;32393282,31;5692888,366;1043;04
58097;Hagen;Alexanderstraße;36;32393287,915;5692889,391;1043;04
58097;Hagen;Alexanderstraße;38;32393302,893;5692892,13;1043;04
58097;Hagen;Alexanderstraße;40;32393308,793;5692893,21;1043;04
58097;Hagen;Alexanderstraße;42;32393324,57;5692896,757;1043;04
58097;Hagen;Alexanderstraße;44;32393330,499;5692897,858;1043;04
58097;Hagen;Alexanderstraße;46;32393350,233;5692899,588;1043;04
58097;Hagen;Alexanderstraße;48;32393355,061;5692900,407;1043;04
58097;Hagen;Alexanderstraße;50;32393293,791;5692927,821;1043;04
58097;Hagen;Alexanderstraße;52;32393329,075;5692929,478;1043;04
58097;Hagen;Alexanderstraße;61;32393373,783;5692970,666;1043;04
58097;Hagen;Alexanderstraße;63;32393415,346;5692981,47;1043;04
58097;Hagen;Alexanderstraße;65;32393470,543;5692956,303;1043;04
58097;Hagen;Alexanderstraße;66;32393484,352;5692873,398;1043;04
58097;Hagen;Alexanderstraße;68;32393496,033;5692860,515;1043;04
58097;Hagen;Alexanderstraße;70;32393507,421;5692847,942;1043;04
58097;Hagen;Alexanderstraße;72;32393517,167;5692836,743;1043;04
58097;Hagen;Alexanderstraße;74;32393524,147;5692826,451;1043;04
58097;Hagen;Alexanderstraße;75;32393555,727;5692838,973;1043;04
58097;Hagen;Alexanderstraße;76;32393528,764;5692819,631;1043;04
58097;Hagen;Alexanderstraße;77;32393580,509;5692793,918;1043;04
58097;Hagen;Alexanderstraße;78;32393554,598;5692776,117;1043;04
58097;Hagen;Alexanderstraße;79;32393589,039;5692764,249;1043;04
58097;Hagen;Alexanderstraße;80;32393561,982;5692763,34;1043;04
58097;Hagen;Alexanderstraße;81;32393594,052;5692755,454;1043;04
58097;Hagen;Alexanderstraße;82;32393570,584;5692748,45;1043;04
58097;Hagen;Alexanderstraße;83;32393599,293;5692746,279;1043;04
58097;Hagen;Alexanderstraße;84;32393577,493;5692736,427;1043;04
58097;Hagen;Alexanderstraße;85;32393672,625;5692716,624;1043;04
58097;Hagen;Alexanderstraße;86;32393584,595;5692724,229;1043;04
58097;Hagen;Alexanderstraße;86a;32393556,292;5692728,225;1043;04
58097;Hagen;Alexanderstraße;87;32393638,875;5692661,98;1041;04
58097;Hagen;Alexanderstraße;88;32393611,443;5692647,969;1041;04
58097;Hagen;Alexanderstraße;89;32393640,649;5692657,852;1041;04
58097;Hagen;Alexanderstraße;90;32393615,824;5692626,295;1041;04
58097;Hagen;Alexanderstraße;90a;32393583,968;5692608,703;1041;04
58097;Hagen;Alexanderstraße;92;32393618,994;5692610,612;1041;04
58097;Hagen;Alexanderstraße;92a;32393588,024;5692592,93;1041;04
58097;Hagen;Alexanderstraße;94;32393623,628;5692595,065;1041;04
58097;Hagen;Alexanderstraße;94a;32393593,411;5692577,903;1041;04
58097;Hagen;Alleestraße;1;32392945,23;5692463,169;1032;03
58097;Hagen;Alleestraße;3;32392977,826;5692477,442;1032;03
58097;Hagen;Alleestraße;4;32392965,686;5692452,174;1032;03
58097;Hagen;Alleestraße;6;32392974,599;5692455,667;1032;03
58097;Hagen;Alleestraße;8;32392997,206;5692464,543;1032;03
58097;Hagen;Alleestraße;10;32393010,423;5692469,704;1032;03
58097;Hagen;Alleestraße;12;32393022,419;5692474,416;1032;03
58097;Hagen;Alleestraße;13;32393028,395;5692495,781;1032;03
58097;Hagen;Alleestraße;14;32393033,805;5692478,852;1032;03
58097;Hagen;Alleestraße;15;32393039,576;5692500,125;1032;03
58097;Hagen;Alleestraße;17;32393069,257;5692511,616;???Nummer;
58097;Hagen;Alleestraße;18;32393074,16;5692494,508;1042;04
58097;Hagen;Alleestraße;19;32393082,973;5692516,758;1042;04
58097;Hagen;Alleestraße;20;32393089,406;5692500,388;1042;04
58097;Hagen;Alleestraße;22;32393103,357;5692505,682;1042;04
58097;Hagen;Alleestraße;23;32393096,888;5692521,891;1042;04
58097;Hagen;Alleestraße;24;32393122,948;5692513,322;1042;04
58097;Hagen;Alleestraße;24a;32393147,855;5692523,007;1042;04
58097;Hagen;Alleestraße;25;32393141,027;5692539,494;1042;04
58097;Hagen;Alleestraße;26;32393159,243;5692527,443;1042;04
58097;Hagen;Alleestraße;27;32393151,254;5692543,495;1042;04
58097;Hagen;Alleestraße;28;32393173,07;5692532,88;1042;04
58097;Hagen;Alleestraße;29;32393142,548;5692593,418;1042;04
58097;Hagen;Alleestraße;30a;32393196,298;5692513,722;1042;04
58097;Hagen;Alleestraße;32;32393197,571;5692542,382;1042;04
58097;Hagen;Alleestraße;33;32393183,927;5692556,147;1042;04
58097;Hagen;Alleestraße;35;32393193,179;5692559,77;1042;04
58097;Hagen;Alleestraße;36;32393220,952;5692551,432;1042;04
58097;Hagen;Alleestraße;37;32393203,351;5692563,855;1042;04
58097;Hagen;Alleestraße;38;32393233,459;5692556,326;1042;04
58097;Hagen;Alleestraße;39;32393216,068;5692569,038;1042;04
58097;Hagen;Alleestraße;39a;32393207,706;5692591,666;1042;04
58097;Hagen;Alleestraße;40;32393246,07;5692561,316;1042;04
58097;Hagen;Alleestraße;41;32393228,566;5692573,548;1042;04
58097;Hagen;Alleestraße;43;32393240,77;5692578,352;1042;04
58097;Hagen;Alleestraße;45;32393258,555;5692585,192;1042;04
58097;Hagen;Alleestraße;47;32393293,219;5692598,695;1042;04
58097;Hagen;Alleestraße;47a;32393281,121;5692593,988;1042;04
58097;Hagen;Alleestraße;49;32393306,84;5692603,94;1042;04
58097;Hagen;Alleestraße;50;32393307,374;5692585,21;1042;04
58097;Hagen;Alleestraße;51;32393318,023;5692608,285;1042;04
58097;Hagen;Alleestraße;52;32393323,13;5692591,268;1042;04
58097;Hagen;Alleestraße;53;32393329,614;5692612,812;1042;04
58097;Hagen;Alleestraße;54;32393335,731;5692596,055;1042;04
58097;Hagen;Alleestraße;54a;32393343,034;5692574,046;1042;04
58097;Hagen;Alleestraße;55;32393338,152;5692616,065;1042;04
58097;Hagen;Alleestraße;56;32393348,134;5692600,849;1042;04
58097;Hagen;Alleestraße;58;32393363,485;5692606,824;1042;04
58097;Hagen;Alleestraße;60;32393374,465;5692611,077;1042;04
58097;Hagen;Alleestraße;60a;32393386,971;5692615,968;1042;04
58097;Hagen;Alleestraße;61;32393384,819;5692634,264;1042;04
58097;Hagen;Alleestraße;62;32393399,885;5692621,042;1042;04
58097;Hagen;Alleestraße;63;32393396,713;5692638,879;1042;04
58097;Hagen;Alleestraße;64;32393412,595;5692626,024;1042;04
58097;Hagen;Alleestraße;65;32393408,211;5692646,012;1042;04
58097;Hagen;Alleestraße;65a;32393419,878;5692654,839;1042;04
