version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.3;08212000;Stadt Karlsruhe;14.03.2021;Landtagswahl BW 2021;Landtagswahl BW 2021 14.03.2021;Wahlkreis;;;Wahlkreis;Stadtteil;Wahlbezirk
