version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B2;C;D;D1;D2;D3;D6;D7;D9
0.2;05366028;13.09.2020;Landratswahl NRW;001/1;001.1 Bergbuir;13.09.2020 18:38:06;196;55;0;251;192;53;3;189;67;88;18;7;4;5
0.2;05366028;13.09.2020;Landratswahl NRW;001/2;001.2 Bleibuir, Bescheid, Wielspütz;13.09.2020 18:47:01;271;77;0;348;215;67;4;211;79;89;15;14;6;8
0.2;05366028;13.09.2020;Landratswahl NRW;001/3;001.3 Voissel;13.09.2020 18:32:55;143;35;0;178;138;34;3;135;67;39;13;7;4;5
0.2;05366028;13.09.2020;Landratswahl NRW;001/4;001.4 Schützendorf;13.09.2020 18:37:49;164;38;0;202;114;36;0;114;46;42;13;5;6;2
0.2;05366028;13.09.2020;Landratswahl NRW;001/5;001.5 Lückerath;13.09.2020 19:19:36;172;75;0;247;164;69;1;163;62;72;15;8;3;3
0.2;05366028;13.09.2020;Landratswahl NRW;001/6;001.6 Hostel;13.09.2020 18:36:24;169;36;0;205;128;35;4;124;52;51;6;11;0;4
0.2;05366028;13.09.2020;Landratswahl NRW;002/1;002.1 Berg;13.09.2020 18:23:53;156;56;0;212;120;51;2;118;62;37;7;6;4;2
0.2;05366028;13.09.2020;Landratswahl NRW;002/2;002.2 Floisdorf;13.09.2020 18:44:53;207;59;0;266;208;53;1;207;121;54;17;10;3;2
0.2;05366028;13.09.2020;Landratswahl NRW;002/3;002.3 Eicks, Kommern (umf. Eickser Str. 30 und 36);13.09.2020 19:10:04;326;128;0;454;289;118;4;285;125;88;38;17;2;15
0.2;05366028;13.09.2020;Landratswahl NRW;002/4;002.4 Glehn;13.09.2020 19:11:48;313;92;0;405;294;87;3;291;130;100;26;18;8;9
0.2;05366028;13.09.2020;Landratswahl NRW;003/1;003.1 Strempt, Heufahrtshütte, Denrath, Weißenbr.;13.09.2020 20:00:00;802;166;0;968;510;157;10;500;207;197;47;24;13;12
0.2;05366028;13.09.2020;Landratswahl NRW;003/2;003.2 Roggendorf;13.09.2020 18:41:01;446;75;0;521;206;58;1;205;87;72;18;17;6;5
0.2;05366028;13.09.2020;Landratswahl NRW;004/1;004.1 Mechernich tw.;13.09.2020 19:33:36;888;369;0;1257;685;351;6;679;292;267;59;35;15;11
0.2;05366028;13.09.2020;Landratswahl NRW;005/1;005.1 Mechernich tw.;13.09.2020 19:50:09;1075;315;0;1390;682;290;12;670;255;262;53;55;23;22
0.2;05366028;13.09.2020;Landratswahl NRW;006/1;006.1 Mechernich tw.;13.09.2020 19:08:17;1031;291;0;1322;521;255;4;517;196;206;42;29;22;22
0.2;05366028;13.09.2020;Landratswahl NRW;007/1;007.1 Mechernich tw.;13.09.2020 20:00:00;921;364;0;1285;825;340;15;810;303;300;107;44;14;42
0.2;05366028;13.09.2020;Landratswahl NRW;008/1;008.1 Kalenberg;13.09.2020 18:54:41;293;53;0;346;187;43;6;181;60;75;15;21;3;7
0.2;05366028;13.09.2020;Landratswahl NRW;008/2;008.2 Kallmuth;13.09.2020 18:51:11;213;78;0;291;198;73;2;196;75;79;20;3;11;8
0.2;05366028;13.09.2020;Landratswahl NRW;008/3;008.3 Lorbach;13.09.2020 18:39:45;194;92;0;286;191;90;3;188;69;83;17;8;5;6
0.2;05366028;13.09.2020;Landratswahl NRW;008/4;008.4 Bergheim;13.09.2020 19:42:21;243;80;0;323;185;73;1;184;91;54;20;5;7;7
0.2;05366028;13.09.2020;Landratswahl NRW;009/1;009.1 Vussem;13.09.2020 19:01:40;532;161;0;693;438;151;8;430;184;160;47;24;8;7
0.2;05366028;13.09.2020;Landratswahl NRW;009/2;009.2 Breitenbenden;13.09.2020 19:44:54;375;154;0;529;276;129;4;272;102;108;20;25;6;11
0.2;05366028;13.09.2020;Landratswahl NRW;009/3;009.3 Holzheim;13.09.2020 19:09:17;218;93;0;311;215;89;5;210;92;93;16;3;2;4
0.2;05366028;13.09.2020;Landratswahl NRW;010/1;010.1 Weyer, Urfey;13.09.2020 19:33:22;475;198;0;673;438;186;4;434;203;159;30;17;9;16
0.2;05366028;13.09.2020;Landratswahl NRW;010/2;010.2 Eiserfey, Vollem, Dreimühlen;13.09.2020 18:59:50;397;126;0;523;342;116;3;339;122;159;23;20;8;7
0.2;05366028;13.09.2020;Landratswahl NRW;010/3;010.3 Harzheim;13.09.2020 18:54:05;261;61;0;322;211;58;4;207;100;72;19;10;3;3
0.2;05366028;13.09.2020;Landratswahl NRW;011/1;011.1 Satzvey;13.09.2020 19:49:48;673;253;0;926;547;227;8;539;191;228;58;36;12;14
0.2;05366028;13.09.2020;Landratswahl NRW;011/2;011.2 Lessenich;13.09.2020 18:46:11;259;75;0;334;201;75;3;198;86;78;18;9;4;3
0.2;05366028;13.09.2020;Landratswahl NRW;012/1;012.1 Firmenich;13.09.2020 19:23:04;527;164;0;691;385;148;3;382;127;164;42;28;11;10
0.2;05366028;13.09.2020;Landratswahl NRW;012/2;012.2 Obergartzem;13.09.2020 19:30:12;741;279;0;1020;580;273;4;576;202;239;66;45;9;15
0.2;05366028;13.09.2020;Landratswahl NRW;013/1;013.1 Antweiler;13.09.2020 19:08:25;501;161;0;662;411;145;8;403;148;173;38;19;17;8
0.2;05366028;13.09.2020;Landratswahl NRW;013/2;013.2 Wachendorf;13.09.2020 19:11:51;392;128;0;520;328;117;2;326;147;117;32;18;5;7
0.2;05366028;13.09.2020;Landratswahl NRW;013/3;013.3 Rißdorf;13.09.2020 18:38:30;63;39;0;102;66;40;1;65;34;21;7;1;2;0
0.2;05366028;13.09.2020;Landratswahl NRW;013/4;013.4 Weiler am Berge;13.09.2020 18:50:15;254;55;0;309;189;51;3;186;70;74;18;13;5;6
0.2;05366028;13.09.2020;Landratswahl NRW;014/1;014.1 Gehn, Kommern tw.;13.09.2020 20:16:42;1156;480;0;1636;957;452;11;946;406;374;78;49;18;21
0.2;05366028;13.09.2020;Landratswahl NRW;015/1;015.1 Kommern-Süd, Katzvey;13.09.2020 19:46:55;526;262;0;788;500;248;5;495;162;183;96;21;18;15
0.2;05366028;13.09.2020;Landratswahl NRW;015/2;015.2 Schaven;13.09.2020 18:55:52;184;54;0;238;175;53;1;174;59;67;21;15;8;4
0.2;05366028;13.09.2020;Landratswahl NRW;015/3;015.3 Kommern tw.;13.09.2020 18:37:53;387;163;0;550;370;151;0;370;137;138;65;20;6;4
0.2;05366028;13.09.2020;Landratswahl NRW;016/1;016.1 Kommern tw.;13.09.2020 20:07:49;1178;457;0;1635;948;439;6;942;380;338;113;60;20;31
0.2;05366032;13.09.2020;Landratswahl NRW;001.1;001.1 Bouderath;13.09.2020 18:38:16;152;74;0;226;162;71;1;161;62;47;20;11;6;15
0.2;05366032;13.09.2020;Landratswahl NRW;001.2;001.2 Roderath;13.09.2020 18:34:57;130;31;0;161;134;29;1;133;49;57;6;8;1;12
0.2;05366032;13.09.2020;Landratswahl NRW;001.3;001.3 Holzmülheim;13.09.2020 18:49:33;161;42;0;203;135;37;4;131;65;52;4;4;1;5
0.2;05366032;13.09.2020;Landratswahl NRW;002.0;002.0 Engelgau;13.09.2020 18:57:26;380;181;0;561;357;168;8;349;104;198;10;13;6;18
0.2;05366032;13.09.2020;Landratswahl NRW;003.1;003.1 Frohngau;13.09.2020 18:55:52;281;92;0;373;265;86;2;263;103;115;18;8;3;16
0.2;05366032;13.09.2020;Landratswahl NRW;003.2;003.2 Buir;13.09.2020 18:58:43;119;80;0;199;170;78;1;169;70;70;12;9;2;6
0.2;05366032;13.09.2020;Landratswahl NRW;004.0;004.0 Marmagen 1;13.09.2020 19:16:48;415;280;0;695;532;265;5;527;217;228;33;19;9;21
0.2;05366032;13.09.2020;Landratswahl NRW;005.0;005.0 Marmagen 2;13.09.2020 19:20:00;422;275;0;697;517;262;11;506;213;207;34;25;8;19
0.2;05366032;13.09.2020;Landratswahl NRW;006.0;006.0 Nettersheim 1;13.09.2020 19:42:07;451;278;0;729;493;268;4;489;166;231;52;15;6;19
0.2;05366032;13.09.2020;Landratswahl NRW;007.0;007.0 Nettersheim 2;13.09.2020 19:47:00;355;232;0;587;423;215;4;419;163;202;23;6;7;18
0.2;05366032;13.09.2020;Landratswahl NRW;008.1;008.1 Pesch;13.09.2020 19:14:47;319;135;0;454;311;118;8;303;127;103;24;22;3;24
0.2;05366032;13.09.2020;Landratswahl NRW;008.2;008.2 Teilbereich Nettersheim;13.09.2020 18:51:12;137;75;0;212;143;74;4;139;49;63;10;8;3;6
0.2;05366032;13.09.2020;Landratswahl NRW;009.0;009.0 Tondorf;13.09.2020 19:40:56;583;162;0;745;483;148;6;477;144;229;31;44;14;15
0.2;05366032;13.09.2020;Landratswahl NRW;010.0;010.0 Zingsheim;13.09.2020 19:27:26;454;212;0;666;466;200;3;463;160;226;20;22;11;24
0.2;05366036;13.09.2020;Landratswahl NRW;011;Bronsfeld;13.09.2020 19:04:47;335;136;0;471;277;122;3;274;100;116;27;21;1;9
0.2;05366036;13.09.2020;Landratswahl NRW;012;Oberhausen;13.09.2020 19:16:18;485;148;0;633;324;139;2;322;105;157;25;21;7;7
0.2;05366036;13.09.2020;Landratswahl NRW;021;Dreiborn Berescheid;13.09.2020 18:48:14;756;230;0;986;580;212;7;573;280;211;31;33;11;7
0.2;05366036;13.09.2020;Landratswahl NRW;031;Harperscheid Schöneseiffen;13.09.2020 20:00:00;520;177;0;697;466;169;8;458;202;190;44;12;4;6
0.2;05366036;13.09.2020;Landratswahl NRW;032;Ettelscheid;13.09.2020 18:55:51;185;37;0;222;142;32;0;142;46;60;18;6;6;6
0.2;05366036;13.09.2020;Landratswahl NRW;041;Herhahn Morsbach;13.09.2020 18:56:59;562;112;0;674;375;92;2;373;206;115;18;23;1;10
0.2;05366036;13.09.2020;Landratswahl NRW;042;Scheuren;13.09.2020 18:35:20;235;65;0;300;194;60;2;192;75;78;21;9;3;6
0.2;05366036;13.09.2020;Landratswahl NRW;051;Gemünd 1;13.09.2020 19:34:59;787;344;0;1131;564;314;2;562;255;198;61;20;13;15
0.2;05366036;13.09.2020;Landratswahl NRW;061;Gemünd 2;13.09.2020 19:51:16;777;342;0;1119;567;311;9;558;246;198;54;25;12;23
0.2;05366036;13.09.2020;Landratswahl NRW;071;Gemünd 3 Wolfgarten;13.09.2020 19:48:55;805;304;0;1109;539;269;13;526;193;208;47;39;21;18
0.2;05366036;13.09.2020;Landratswahl NRW;081;Nierfeld;13.09.2020 18:43:52;352;105;0;457;234;100;2;232;121;79;11;12;3;6
0.2;05366036;13.09.2020;Landratswahl NRW;082;Broich Kerperscheid Wintzen;13.09.2020 19:11:52;327;105;0;432;235;99;3;232;52;117;27;13;11;12
0.2;05366036;13.09.2020;Landratswahl NRW;091;Olef;13.09.2020 19:38:33;739;200;0;939;527;178;9;518;206;208;50;33;8;13
0.2;05366036;13.09.2020;Landratswahl NRW;101;Schleiden 1;13.09.2020 19:09:21;747;203;0;950;388;181;8;380;165;128;38;20;14;15
0.2;05366036;13.09.2020;Landratswahl NRW;111;Schleiden 2;13.09.2020 19:24:38;682;226;0;908;409;206;2;407;185;159;36;13;9;5
0.2;05366040;13.09.2020;Landratswahl NRW;101;101 Weilerswist (Nord-West);13.09.2020 19:30:47;745;324;0;1069;304;0;5;299;91;138;27;27;8;8
0.2;05366040;13.09.2020;Landratswahl NRW;102;102 Weilerswist (Nord-Ost);13.09.2020 18:59:54;725;269;0;994;280;0;7;273;98;103;34;22;7;9
0.2;05366040;13.09.2020;Landratswahl NRW;103;103 Weilerswist (WLW Süd-Nord);13.09.2020 19:36:29;605;310;0;915;237;0;4;233;63;117;24;18;3;8
0.2;05366040;13.09.2020;Landratswahl NRW;104;104 Weilerswist (WLW Süd-Süd);13.09.2020 19:09:20;577;274;0;851;247;0;5;242;61;112;28;22;8;11
0.2;05366040;13.09.2020;Landratswahl NRW;105;105 Weilerswist (Süd-Ost);13.09.2020 18:43:49;642;408;0;1050;281;0;2;279;113;101;42;13;6;4
0.2;05366040;13.09.2020;Landratswahl NRW;106;106 Weilerswist (Zentrum-West);13.09.2020 18:28:28;745;237;0;982;185;0;6;179;51;64;28;14;12;10
0.2;05366040;13.09.2020;Landratswahl NRW;107;107 Weilerswist (Zentrum-Ost);13.09.2020 18:28:03;694;350;0;1044;238;0;5;233;66;96;27;26;15;3
0.2;05366040;13.09.2020;Landratswahl NRW;208;208 Metternich (Nord);13.09.2020 19:54:06;787;300;0;1087;343;0;12;331;115;129;31;37;10;9
0.2;05366040;13.09.2020;Landratswahl NRW;209.1;209.1 Metternich (Süd);13.09.2020 18:33:41;421;246;0;667;200;0;3;197;64;75;20;30;2;6
0.2;05366040;13.09.2020;Landratswahl NRW;209.2;209.2 Müggenhausen;13.09.2020 18:46:22;306;148;0;454;112;0;4;108;61;23;10;9;3;2
0.2;05366040;13.09.2020;Landratswahl NRW;310;310 Lommersum (Nord) / Hausweiler (Nord);13.09.2020 18:41:44;657;330;0;987;283;0;8;275;106;100;28;32;4;5
0.2;05366040;13.09.2020;Landratswahl NRW;311;311 Hausweiler (Süd) / Derkum / Ottenheim;13.09.2020 19:21:30;846;227;0;1073;324;0;5;319;115;127;23;41;7;6
0.2;05366040;13.09.2020;Landratswahl NRW;312;312 Lommersum (Süd) / Bodenheim;13.09.2020 18:44:09;775;250;0;1025;323;0;9;314;128;119;30;22;8;7
0.2;05366040;13.09.2020;Landratswahl NRW;413;413 Groß Vernich (Nord);13.09.2020 19:01:36;612;275;0;887;218;0;2;216;71;79;33;15;5;13
0.2;05366040;13.09.2020;Landratswahl NRW;414;414 Groß Vernich (Süd);13.09.2020 18:46:37;649;242;0;891;244;0;7;237;74;103;27;26;4;3
0.2;05366040;13.09.2020;Landratswahl NRW;415;415 Groß Vernich (West) / Klein Vernich;13.09.2020 18:41:48;618;341;0;959;328;0;7;321;116;124;42;18;8;13
0.2;05366040;13.09.2020;Landratswahl NRW;916;916 Briefwahlbezirk I;13.09.2020 20:53:38;0;0;0;0;297;297;11;286;111;96;35;26;9;9
0.2;05366040;13.09.2020;Landratswahl NRW;917;917 Briefwahlbezirk II;13.09.2020 22:10:34;0;0;0;0;249;249;5;244;106;81;31;13;3;10
0.2;05366040;13.09.2020;Landratswahl NRW;918;918 Briefwahlbezirk III;13.09.2020 18:56:17;0;0;0;0;279;279;3;276;104;111;43;11;3;4
0.2;05366040;13.09.2020;Landratswahl NRW;919;919 Briefwahlbezirk IV;13.09.2020 19:23:43;0;0;0;0;250;250;7;243;71;120;30;6;3;13
0.2;05366040;13.09.2020;Landratswahl NRW;920;920 Briefwahlbezirk V;13.09.2020 20:11:32;0;0;0;0;391;391;3;388;182;118;52;9;4;23
0.2;05366040;13.09.2020;Landratswahl NRW;921;921 Briefwahlbezirk VI;13.09.2020 21:12:25;0;0;0;0;213;213;5;208;70;75;29;15;8;11
0.2;05366040;13.09.2020;Landratswahl NRW;922;922 Briefwahlbezirk VII;13.09.2020 21:28:36;0;0;0;0;331;331;4;327;113;134;48;16;11;5
0.2;05366040;13.09.2020;Landratswahl NRW;923;923 Briefwahlbezirk VIII;13.09.2020 22:41:32;0;0;0;0;284;284;2;282;132;92;39;8;2;9
0.2;05366040;13.09.2020;Landratswahl NRW;924;924 Briefwahlbezirk IX;13.09.2020 22:13:38;0;0;0;0;362;362;2;360;170;111;41;20;5;13
0.2;05366040;13.09.2020;Landratswahl NRW;925;925 Briefwahlbezirk X;13.09.2020 18:48:38;0;0;0;0;304;304;10;294;133;111;28;8;7;7
0.2;05366040;13.09.2020;Landratswahl NRW;926;926 Briefwahlbezirk XI;13.09.2020 20:25:07;0;0;0;0;213;213;3;210;83;74;19;19;9;6
0.2;05366040;13.09.2020;Landratswahl NRW;927;927 Briefwahlbezirk XII;13.09.2020 22:19:24;0;0;0;0;235;235;7;228;131;56;19;12;2;8
0.2;05366040;13.09.2020;Landratswahl NRW;928;928 Briefwahlbezirk XIII;13.09.2020 22:58:39;0;0;0;0;243;243;4;239;76;89;37;12;9;16
0.2;05366040;13.09.2020;Landratswahl NRW;929;929 Briefwahlbezirk XIV;13.09.2020 19:54:21;0;0;0;0;232;232;6;226;97;80;25;14;4;6
0.2;05366040;13.09.2020;Landratswahl NRW;930;930 Briefwahlbezirk XV;13.09.2020 19:58:29;0;0;0;0;307;307;8;299;122;128;26;10;3;10
0.2;05366044;13.09.2020;Landratswahl NRW;0010;Stimmbezirk 0010, Zülpich 1 (Kernstadt);13.09.2020 20:33:23;911;307;0;1218;598;265;6;592;267;185;73;43;14;10
0.2;05366044;13.09.2020;Landratswahl NRW;0020;Stimmbezirk 0020, Zülpich 2 (Kernstadt);13.09.2020 20:15:06;792;381;0;1173;692;363;11;681;294;256;71;29;14;17
0.2;05366044;13.09.2020;Landratswahl NRW;0030;Stimmbezirk 0030, Zülpich 3 (Kernstadt);13.09.2020 19:50:59;941;254;0;1195;520;218;12;508;217;165;59;36;19;12
0.2;05366044;13.09.2020;Landratswahl NRW;0040;Stimmbezirk 0040, Zülpich 4 (Kernstadt);13.09.2020 19:25:00;846;275;0;1121;594;253;11;583;264;156;86;43;14;20
0.2;05366044;13.09.2020;Landratswahl NRW;0050;Stimmbezirk 0050, Geich;13.09.2020 19:11:25;530;147;0;677;329;134;6;323;141;105;30;29;5;13
0.2;05366044;13.09.2020;Landratswahl NRW;0051;Stimmbezirk 0051, Bessenich;13.09.2020 19:06:50;352;126;0;478;287;118;3;284;108;124;24;12;8;8
0.2;05366044;13.09.2020;Landratswahl NRW;0060;Stimmbezirk 0060, Hoven;13.09.2020 19:18:58;507;169;0;676;383;155;7;376;180;127;38;16;9;6
0.2;05366044;13.09.2020;Landratswahl NRW;0061;Stimmbezirk 0061, Kloster Marienborn;13.09.2020 18:50:15;214;46;0;260;90;40;1;89;61;20;5;0;3;0
0.2;05366044;13.09.2020;Landratswahl NRW;0062;Stimmbezirk 0062, Zülpich 5 (Kernstadt);13.09.2020 18:33:19;145;67;0;212;133;65;3;130;65;31;20;2;7;5
0.2;05366044;13.09.2020;Landratswahl NRW;0070;Stimmbezirk 0070, Nemmenich;13.09.2020 19:18:00;478;149;0;627;383;144;5;378;185;111;45;24;7;6
0.2;05366044;13.09.2020;Landratswahl NRW;0071;Stimmbezirk 0071, Rövenich;13.09.2020 18:54:44;317;90;0;407;236;81;8;228;100;64;30;21;9;4
0.2;05366044;13.09.2020;Landratswahl NRW;0080;Stimmbezirk 0080, Weiler i.d.E;13.09.2020 18:41:11;294;88;0;382;210;81;4;206;84;68;17;29;2;6
0.2;05366044;13.09.2020;Landratswahl NRW;0081;Stimmbezirk 0081, Oberelvenich;13.09.2020 18:36:59;139;30;0;169;120;24;3;117;30;34;37;5;7;4
0.2;05366044;13.09.2020;Landratswahl NRW;0082;Stimmbezirk 0082, Niederelvenich;13.09.2020 19:08:29;361;105;0;466;270;94;0;270;125;88;39;14;1;3
0.2;05366044;13.09.2020;Landratswahl NRW;0090;Stimmbezirk 0090, Mülheim-Wichterich;13.09.2020 19:50:05;929;261;0;1190;625;232;4;621;223;212;80;78;16;12
0.2;05366044;13.09.2020;Landratswahl NRW;0100;Stimmbezirk 0100, Ülpenich;13.09.2020 19:09:33;742;190;0;932;500;177;10;490;187;168;71;39;9;16
0.2;05366044;13.09.2020;Landratswahl NRW;0110;Stimmbezirk 0110, Linzenich-Lövenich;13.09.2020 19:26:04;344;116;0;460;247;101;3;244;120;64;28;22;6;4
0.2;05366044;13.09.2020;Landratswahl NRW;0111;Stimmbezirk 0111, Schwerfen I;13.09.2020 18:51:58;315;116;0;431;238;101;1;237;127;73;11;18;3;5
0.2;05366044;13.09.2020;Landratswahl NRW;0120;Stimmbezirk 0120, Schwerfen II;13.09.2020 19:22:21;643;277;0;920;529;257;14;515;233;154;56;42;15;15
0.2;05366044;13.09.2020;Landratswahl NRW;0130;Stimmbezirk 0130, Dürscheven;13.09.2020 19:05:52;318;143;0;461;287;126;3;284;142;95;28;11;5;3
0.2;05366044;13.09.2020;Landratswahl NRW;0131;Stimmbezirk 0131, Enzen;13.09.2020 19:10:30;373;116;0;489;301;105;3;298;147;95;22;15;7;12
0.2;05366044;13.09.2020;Landratswahl NRW;0140;Stimmbezirk 0140, Sinzenich;13.09.2020 19:23:17;697;303;0;1000;556;277;12;544;219;225;40;33;17;10
0.2;05366044;13.09.2020;Landratswahl NRW;0150;Stimmbezirk 0150, Bürvenich-Eppenich;13.09.2020 19:19:56;638;252;0;890;519;226;14;505;206;181;50;34;21;13
0.2;05366044;13.09.2020;Landratswahl NRW;0151;Stimmbezirk 0151, Merzenich;13.09.2020 18:42:23;104;37;0;141;88;28;0;88;28;45;6;3;5;1
0.2;05366044;13.09.2020;Landratswahl NRW;0160;Stimmbezirk 0160, Füssenich;13.09.2020 19:21:13;539;165;0;704;390;153;5;385;154;142;41;31;9;8
0.2;05366044;13.09.2020;Landratswahl NRW;0161;Stimmbezirk 0161, Juntersdorf;13.09.2020 19:04:27;148;48;0;196;122;46;2;120;56;39;11;7;4;3
0.2;05366044;13.09.2020;Landratswahl NRW;0162;Stimmbezirk 0162, Langendorf;13.09.2020 18:38:10;175;57;0;232;144;51;2;142;69;44;5;20;0;4
