version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B2;C;D;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5251;5251 Steinplatz;15.09.2025 09:03:13 809;826;166;0;992;192;0;3;189;36;44;9;55;8;3;8;10;1;3;12
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5252;5252 Am Postkopf;15.09.2025 09:03:13 809;771;113;0;884;145;0;4;141;13;40;6;49;0;0;9;6;3;5;10
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5253;5253 Klutert;15.09.2025 09:03:13 809;617;255;0;872;338;0;4;334;95;56;30;71;18;3;10;11;0;0;40
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5254;5254 Hestert;15.09.2025 09:03:13 809;620;223;0;843;310;0;0;310;82;62;18;65;9;10;14;6;2;2;40
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5255;5255 Kettelbach;15.09.2025 09:03:13 809;788;275;0;1063;268;0;0;268;76;41;12;73;14;4;7;15;2;1;23
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5256;5256 Am Karweg;15.09.2025 09:03:13 809;751;176;0;927;246;0;6;240;39;41;9;90;8;2;11;5;3;1;31
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5261;5261 Baukloh;15.09.2025 09:03:13 809;978;455;0;1433;461;0;2;459;90;95;21;130;25;10;11;12;2;0;63
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5262;5262 Ähren- / Twittingstr.;15.09.2025 09:03:13 809;955;154;0;1109;342;0;1;341;60;73;15;124;12;8;8;4;0;7;30
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5263;5263 Grazer Str.;15.09.2025 09:03:13 809;744;209;0;953;272;1;2;270;34;67;12;83;12;3;13;15;1;5;25
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5264;5264 Harkortstr.;15.09.2025 09:03:13 809;561;94;0;655;183;0;2;181;23;41;5;62;9;3;10;9;3;2;14
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5265;5265 Westerbauer;15.09.2025 09:03:13 809;704;51;0;755;132;0;7;125;18;25;6;39;8;2;2;9;2;2;12
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;5266;5266 Gabelsberger Str.;15.09.2025 09:03:13 809;731;155;0;886;305;0;6;299;48;66;12;109;13;4;5;9;4;9;20
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6001;6001 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;249;249;1;248;52;67;17;37;8;3;4;32;3;8;17
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6002;6002 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;413;413;1;412;113;94;25;53;11;4;10;51;4;4;43
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6003;6003 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;494;494;1;493;129;100;33;73;10;17;15;53;2;8;53
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6004;6004 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;475;475;2;473;120;118;22;73;12;17;13;33;1;3;61
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6005;6005 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;403;403;0;403;44;52;5;20;1;1;6;244;2;18;10
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6006;6006 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;512;512;7;505;105;74;17;42;23;5;14;192;2;5;26
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6007;6007 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;347;347;2;345;74;54;14;45;4;3;14;108;1;3;25
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6008;6008 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;421;421;8;413;109;81;25;54;3;4;9;64;2;3;59
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6009;6009 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;976;976;39;937;277;196;78;118;30;36;16;26;8;1;151
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6010;6010 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;646;646;3;643;198;132;36;65;27;27;13;14;1;5;125
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6011;6011 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;1018;1018;7;1011;324;238;48;113;34;35;14;28;10;13;154
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6012;6012 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;490;490;0;490;128;131;15;77;13;32;8;11;4;3;68
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6013;6013 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;957;957;1;956;283;240;62;126;31;26;18;18;6;8;138
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6014;6014 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;626;626;3;623;196;172;29;66;13;16;9;22;2;7;91
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6015;6015 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;767;767;3;764;210;159;41;106;22;36;29;65;4;6;86
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6016;6016 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;393;393;0;393;82;88;30;74;16;12;21;26;3;3;38
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6017;6017 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;260;260;1;259;55;55;21;38;11;3;22;39;5;1;9
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6018;6018 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;602;602;5;597;151;145;59;74;33;14;18;30;6;2;65
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6019;6019 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;623;623;3;620;168;151;49;72;12;17;15;52;4;4;76
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6020;6020 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;379;379;0;379;68;90;21;41;10;2;22;90;3;11;21
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6021;6021 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;549;549;3;546;168;110;27;50;20;21;16;74;3;8;49
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6022;6022 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;763;763;2;761;289;133;44;93;26;8;12;28;7;7;114
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6023;6023 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;407;407;4;403;108;106;15;56;13;3;13;44;3;4;38
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6024;6024 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;631;631;3;628;203;144;34;96;26;16;11;22;6;4;66
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6025;6025 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;520;520;3;517;162;103;28;79;12;4;15;46;2;1;65
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6026;6026 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;660;660;1;659;233;134;33;103;12;17;9;16;3;3;96
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6027;6027 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;544;544;2;542;162;135;34;81;20;9;6;44;1;3;47
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6028;6028 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;609;609;0;609;242;104;36;83;15;13;10;11;6;2;87
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6029;6029 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;602;602;1;601;166;145;41;67;15;11;11;101;8;5;31
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6030;6030 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;385;385;0;385;117;74;17;44;12;11;11;62;3;3;31
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6031;6031 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;781;781;2;779;267;153;47;98;43;25;14;12;3;2;115
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6032;6032 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;811;811;1;810;270;196;57;95;40;24;12;18;8;8;82
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6033;6033 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;728;728;6;722;247;165;36;96;16;18;20;39;11;17;57
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6034;6034 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;596;596;5;591;218;145;39;56;30;6;31;3;7;4;52
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6035;6035 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;817;817;3;814;263;165;45;124;44;9;24;39;16;24;61
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6036;6036 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;513;513;3;510;152;117;47;71;18;11;19;15;5;4;51
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6037;6037 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;625;625;1;624;202;147;35;87;28;15;27;14;8;4;57
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6038;6038 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;564;564;7;557;178;136;21;80;23;4;7;33;8;21;46
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6039;6039 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;179;179;1;178;27;40;10;32;4;1;10;23;0;12;19
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6040;6040 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;486;486;0;486;105;114;22;101;24;13;13;43;4;2;45
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6041;6041 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;500;500;4;496;131;102;29;95;33;17;14;24;4;3;44
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6042;6042 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;461;461;3;458;110;111;18;75;19;8;16;37;3;1;60
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6043;6043 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;611;611;2;609;178;133;40;99;24;16;22;11;6;5;75
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6044;6044 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;593;593;2;591;184;118;34;97;23;18;19;8;6;1;83
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6045;6045 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;545;545;2;543;134;160;25;102;26;5;25;10;3;5;48
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6046;6046 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;693;693;7;686;195;134;51;106;50;17;12;45;8;1;67
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6047;6047 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;292;292;0;292;51;77;10;54;12;2;7;35;4;9;31
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6048;6048 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;309;309;1;308;49;77;13;61;14;3;22;29;5;5;30
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6049;6049 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;453;453;1;452;140;118;30;55;25;5;4;31;1;4;39
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6050;6050 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;607;607;3;604;181;134;38;109;43;5;17;13;4;3;57
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6051;6051 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;704;704;1;703;183;185;41;128;45;19;12;32;2;2;54
0.3;05914000;14.09.2025;Wahl des Oberbürgermeisters / der Oberbürgermeisterin;6052;6052 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;261;261;1;260;67;68;9;59;8;5;11;8;2;2;21
