version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B2;C;D;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5232;5232 Büdding;15.09.2025 09:03:13 809;638;120;0;758;234;0;8;226;37;46;6;86;15;4;0;9;6;3;8;6;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5233;5233 Spielbrinkstr.;15.09.2025 09:03:13 809;659;131;0;790;220;0;2;218;32;60;10;79;13;4;0;9;2;1;5;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5234;5234 Geweke / Auf dem Gelling;15.09.2025 09:03:13 809;1083;463;0;1546;430;0;9;421;87;77;34;126;32;8;0;35;6;7;7;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5235;5235 Tückingstr.;15.09.2025 09:03:13 809;958;309;0;1267;363;0;4;359;108;78;15;96;13;12;0;9;16;7;3;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5241;5241 Hüttenplatz;15.09.2025 09:03:13 809;1162;192;0;1354;257;0;10;247;42;53;3;102;9;2;0;15;13;1;5;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5242;5242 Tillmanns- / Kölner Str.;15.09.2025 09:03:13 809;1027;166;0;1193;155;0;4;151;24;46;9;43;7;1;0;4;7;2;4;2;2
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5243;5243 Leimstr. / Oedeweg;15.09.2025 09:03:13 809;1261;159;0;1420;234;2;3;231;23;57;9;85;11;2;0;15;11;5;6;5;2
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5244;5244 Dickenbruchstr.;15.09.2025 09:03:13 809;997;220;0;1217;287;4;3;284;31;69;14;118;9;5;0;10;11;2;11;3;1
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5251;5251 Steinplatz;15.09.2025 09:03:13 809;826;166;0;992;192;2;4;188;35;42;14;54;8;3;0;11;9;2;9;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5252;5252 Am Postkopf;15.09.2025 09:03:13 809;771;113;0;884;148;0;0;148;15;38;6;55;2;1;0;13;7;3;2;6;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5253;5253 Klutert;15.09.2025 09:03:13 809;617;255;0;872;338;0;7;331;85;78;44;67;20;5;0;9;10;4;9;0;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5254;5254 Hestert;15.09.2025 09:03:13 809;620;223;0;843;310;0;2;308;84;80;25;70;10;8;0;16;6;3;5;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5255;5255 Kettelbach;15.09.2025 09:03:13 809;788;275;0;1063;268;0;1;267;71;47;18;76;16;6;0;11;11;3;8;0;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5256;5256 Am Karweg;15.09.2025 09:03:13 809;751;176;0;927;246;0;5;241;46;44;10;94;15;1;0;16;6;6;2;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5261;5261 Baukloh;15.09.2025 09:03:13 809;978;455;0;1433;460;0;1;459;102;88;30;145;41;11;0;20;11;5;6;0;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5262;5262 Ähren- / Twittingstr.;15.09.2025 09:03:13 809;955;154;0;1109;342;0;6;336;47;82;19;125;22;5;0;10;5;2;12;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5263;5263 Grazer Str.;15.09.2025 09:03:13 809;744;209;0;953;271;0;2;269;39;53;17;86;18;6;0;18;20;1;6;5;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5264;5264 Harkortstr.;15.09.2025 09:03:13 809;561;94;0;655;183;0;8;175;27;43;5;65;7;1;0;9;10;2;5;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5265;5265 Westerbauer;15.09.2025 09:03:13 809;704;51;0;755;132;0;3;129;19;27;8;42;12;4;0;2;8;1;3;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);5266;5266 Gabelsberger Str.;15.09.2025 09:03:13 809;731;155;0;886;305;0;8;297;48;65;10;113;21;8;0;8;5;3;8;8;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6001;6001 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;248;248;1;247;37;69;24;40;9;6;0;6;33;2;14;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6002;6002 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;411;411;1;410;119;83;35;60;16;6;0;21;48;8;9;5;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6003;6003 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;492;492;3;489;126;85;48;88;17;32;0;17;47;5;17;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6004;6004 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;473;473;2;471;125;101;31;85;28;31;0;19;34;3;12;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6005;6005 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;403;403;1;402;21;47;7;20;3;3;0;7;251;2;26;13;2
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6006;6006 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;515;515;1;514;97;65;26;45;27;4;0;19;196;4;24;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6007;6007 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;349;349;1;348;56;53;20;51;6;2;0;10;109;3;28;4;6
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6008;6008 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;421;421;8;413;130;83;34;66;5;7;0;11;65;3;6;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6009;6009 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;976;976;49;927;320;164;130;138;45;64;0;22;25;8;8;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6010;6010 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;654;654;4;650;238;109;72;76;41;57;0;22;14;4;9;8;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6011;6011 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;1019;1019;10;1009;358;235;84;126;16;92;0;14;49;11;13;11;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6012;6012 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;489;489;3;486;129;113;34;76;21;65;0;9;16;9;11;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6013;6013 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;965;965;28;937;286;291;83;134;27;43;0;25;20;9;13;6;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6014;6014 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;625;625;5;620;221;181;39;67;39;33;0;8;14;4;7;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6015;6015 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;767;767;0;767;221;167;57;115;31;30;0;37;60;12;30;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6016;6016 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;395;395;1;394;89;84;41;77;17;13;0;28;29;2;12;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6017;6017 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;257;257;0;257;37;44;33;42;8;2;0;21;37;6;25;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6018;6018 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;599;599;0;599;139;125;92;82;49;32;0;25;31;9;13;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6019;6019 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;623;623;2;621;177;165;60;83;26;27;0;16;48;4;12;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6020;6020 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;379;379;0;379;59;75;31;37;8;6;0;25;88;8;32;10;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6021;6021 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;552;552;5;547;197;96;43;55;16;23;0;18;79;6;11;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6022;6022 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;766;766;5;761;356;119;55;92;38;33;0;9;23;9;23;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6023;6023 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;408;408;3;405;112;98;28;65;15;4;0;13;43;6;16;5;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6024;6024 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;630;630;6;624;239;124;48;94;29;17;0;16;21;6;27;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6025;6025 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;521;521;2;519;190;115;22;89;15;7;0;19;43;2;16;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6026;6026 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;660;660;2;658;261;149;56;120;19;10;0;11;16;7;8;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6027;6027 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;542;542;2;540;187;114;50;91;14;16;0;9;42;4;10;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6028;6028 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;608;608;3;605;291;83;57;96;20;16;0;18;12;6;5;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6029;6029 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;599;599;2;597;158;148;38;74;21;12;0;17;102;10;15;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6030;6030 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;381;381;2;379;87;65;26;57;12;7;0;12;63;6;43;1;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6031;6031 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;780;780;4;776;309;145;72;95;55;28;28;21;6;10;4;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6032;6032 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;811;811;6;805;223;166;70;85;50;18;128;11;16;7;25;6;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6033;6033 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;727;727;4;723;181;123;40;95;18;8;129;19;24;5;66;15;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6034;6034 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;597;597;1;596;143;88;36;54;21;6;159;20;4;9;52;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6035;6035 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;817;817;4;813;127;98;38;105;15;8;201;20;24;7;150;20;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6036;6036 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;512;512;2;510;99;95;45;50;6;9;137;17;12;6;31;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6037;6037 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;624;624;2;622;159;122;47;85;10;15;94;25;11;12;39;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6038;6038 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;567;567;5;562;125;103;18;71;9;6;116;9;32;8;47;18;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6039;6039 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;178;178;3;175;26;33;14;34;8;3;0;13;26;1;8;9;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6040;6040 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;484;484;4;480;105;121;30;106;24;8;0;18;37;5;21;3;2
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6041;6041 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;497;497;2;495;129;106;40;93;41;21;0;19;25;6;13;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6042;6042 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;455;455;6;449;110;108;29;73;28;9;0;23;37;4;26;2;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6043;6043 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;611;611;1;610;218;118;55;99;24;28;0;36;10;6;12;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6044;6044 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;594;594;1;593;222;107;52;98;21;37;0;25;9;10;12;0;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6045;6045 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;547;547;1;546;125;167;32;106;35;10;0;26;8;5;25;7;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6046;6046 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;692;692;6;686;204;117;68;115;66;16;0;25;48;11;12;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6047;6047 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;289;289;1;288;48;78;14;59;12;7;0;9;35;1;15;9;1
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6048;6048 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;311;311;1;310;35;78;21;66;26;3;0;21;27;5;20;6;2
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6049;6049 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;454;454;2;452;125;119;34;58;38;11;0;5;32;4;22;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6050;6050 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;605;605;2;603;170;142;42;109;65;12;0;29;19;1;11;3;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6051;6051 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;703;703;2;701;164;181;52;136;73;13;0;24;36;4;14;4;0
0.3;05914000;14.09.2025;Wahl der Vertretung der Gemeinde (Rat der Stadt Hagen);6052;6052 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;261;261;2;259;55;59;14;64;13;8;0;16;9;3;14;4;0
