version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.3;08212000;Stadt Karlsruhe;26.09.2021;Bundestagswahl;Bundestagswahl 2021;Wahlkreis;;;Wahlkreis;Stadtteile;Wahlbezirk
