version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.3;05111000;Landeshauptstadt Düsseldorf;13.09.2020;Oberbürgermeisterwahl NRW;Wahl des / der Oberbürgermeisters / in;;;Stadtbezirk;Stadtteil;Wahlbezirk;Stimmbezirk
