datum;ags;Strassen-Name;Hausnummern-Bereich;PLZ;Ortsteil;Bezirk-Nr
13.09.2020;05914000;Feenweg;;;;5261
13.09.2020;05914000;Fehrbelliner Str.;;;;1031
13.09.2020;05914000;Feithstr.;92,132;;;1053
13.09.2020;05914000;Feithstr.;30,32;;;1064
13.09.2020;05914000;Feithstr.;1-35 ung.,36-70;;;1065
13.09.2020;05914000;Feithstr.;134-150;;;1052
13.09.2020;05914000;Feithstr.;213;;;1044
13.09.2020;05914000;Feithstr.;79-93 ung.;;;1081
13.09.2020;05914000;Feldmarkweg;;;;2134
13.09.2020;05914000;Feldmühlenstr.;;;;2133
13.09.2020;05914000;Feldstr.;;;;3181
13.09.2020;05914000;Felsenstr.;;;;4203
13.09.2020;05914000;Felsental;8-30;;;1071
13.09.2020;05914000;Felsental;1-7 ung.;;;1072
13.09.2020;05914000;Ferlachstr.;;;;5262
13.09.2020;05914000;Fichtengrund;;;;1072
13.09.2020;05914000;Finkenhof;;;;3194
13.09.2020;05914000;Finkenkampstr.;;;;1094
13.09.2020;05914000;Finking;;;;4222
13.09.2020;05914000;Flensburgstr.;;;;1053
13.09.2020;05914000;Fleyer Str.;27-63,65;;;1022
13.09.2020;05914000;Fleyer Str.;64,66-119,122;;;1051
13.09.2020;05914000;Fleyer Str.;121-125 ung.,126-235;;;1052
13.09.2020;05914000;Fliederstr.;;;;1081
13.09.2020;05914000;Flurstr.;;;;4202
13.09.2020;05914000;Fontaneweg;;;;2144
13.09.2020;05914000;Forststr.;;;;4202
13.09.2020;05914000;Forstweg;;;;3184
13.09.2020;05914000;Frankenwaldstr.;;;;3162
13.09.2020;05914000;Frankenweg;;;;3192
13.09.2020;05914000;Frankfurter Str.;;;;4201
13.09.2020;05914000;Franklinstr.;2-15,17-21 ung.;;;1091
13.09.2020;05914000;Franklinstr.;16-24 ger.;;;1094
13.09.2020;05914000;Frankstr.;;;;5234
13.09.2020;05914000;Franzstr.;78-126 ger.;;;4202
13.09.2020;05914000;Franzstr.;55-121 ung.;;;4211
13.09.2020;05914000;Franzstr.;1,2-6 ger.,11-54,60-76 ger.;;;4204
13.09.2020;05914000;Franzstr.;3,5;;;4203
13.09.2020;05914000;Fraunhoferstr.;;;;1042
13.09.2020;05914000;Freibad Hestert;;;;5254
13.09.2020;05914000;Freiburger Str.;;;;4214
13.09.2020;05914000;Freiheitstr.;;;;3176
13.09.2020;05914000;Freiherr-vom-Stein-Str.;;;;2111
13.09.2020;05914000;Freiligrathstr.;;;;2141
13.09.2020;05914000;Friedensstr.;1-11,29-97 ung.,98,99-127 ung.;;;1032
13.09.2020;05914000;Friedensstr.;13,15,40-58 ger.;;;1033
13.09.2020;05914000;Friedensstr.;100-120 ger.;;;1042
13.09.2020;05914000;Friedhofsweg;;;;2154
13.09.2020;05914000;Friedr.-Gustav-Theis-Weg;;;;3185
13.09.2020;05914000;Friedrich-Ebert-Platz;;;;1013
13.09.2020;05914000;Friedrichstr.;;;;5253
13.09.2020;05914000;Fritz-Killing-Str.;;;;4214
13.09.2020;05914000;Fritz-Reuter-Str.;1-27 ung.;;;2141
13.09.2020;05914000;Fritz-Reuter-Str.;16-26 ger.,29-45 ung.;;;2142
13.09.2020;05914000;Fritz-Reuter-Str.;28,47-57;;;2144
13.09.2020;05914000;Fritz-Reuter-Str.;2-14 ger.,30-34 ger.;;;2145
13.09.2020;05914000;Fröbelstr.;;;;2131
13.09.2020;05914000;Frommannweg;;;;2112
13.09.2020;05914000;Fuchsweg;;;;3166
13.09.2020;05914000;Fuhrparkstr.;;;;2153
13.09.2020;05914000;Funckenhausen;;;;2154
13.09.2020;05914000;Funckestr.;17,19,26-40;;;1024
13.09.2020;05914000;Funckestr.;4-22 ger.;;;1022
13.09.2020;05914000;Gabelsbergerstr.;;;;5266
13.09.2020;05914000;Garenfelder Weg;;;;3164
13.09.2020;05914000;Gartenstr.;;;;3175
13.09.2020;05914000;Gasstr.;;;;3182
13.09.2020;05914000;Gaußstr.;;;;3176
13.09.2020;05914000;Gehrstr.;;;;1062
13.09.2020;05914000;Gellertweg;2-8;;;2143
13.09.2020;05914000;Gellertweg;1;;;2145
13.09.2020;05914000;Gemarkenweg;;;;3164
13.09.2020;05914000;Genossenschaftsweg;;;;5261
13.09.2020;05914000;Georg-Scheer-Str.;2,4;;;3174
13.09.2020;05914000;Georg-Scheer-Str.;1-5 ung.,6-64;;;3173
13.09.2020;05914000;Georgstr.;;;;1102
13.09.2020;05914000;Geranienweg;;;;1084
13.09.2020;05914000;Gerberstr.;;;;1021
13.09.2020;05914000;Gerhart-Hauptmann-Str.;;;;1074
13.09.2020;05914000;Gerichtsstr.;;;;1023
13.09.2020;05914000;Gersteinstr.;;;;4225
13.09.2020;05914000;Gerstenkamp;;;;1064
13.09.2020;05914000;Gertrud-Bäumer-Weg;;;;3174
13.09.2020;05914000;Gertrudstr.;4-8 ger.;;;1024
13.09.2020;05914000;Gertrudstr.;3-9 ung.,10-14;;;1031
13.09.2020;05914000;Geschw.-Scholl-Str.;1-26,28-44 ger.;;;2143
13.09.2020;05914000;Geschw.-Scholl-Str.;27-43 ung.;;;2145
13.09.2020;05914000;Ginsterheide;;;;1043
13.09.2020;05914000;Ginsterweg;;;;3174
13.09.2020;05914000;Glockenstück;;;;2122
13.09.2020;05914000;Glücksburgstr.;;;;1053
13.09.2020;05914000;Gluckstr.;;;;1054
13.09.2020;05914000;Gneisenaustr.;5,7,14-18;;;1055
13.09.2020;05914000;Gneisenaustr.;1,3,10,12;;;1051
13.09.2020;05914000;Goebenstr.;2-20 ger.;;;1051
13.09.2020;05914000;Goebenstr.;1-65 ung.;;;1052
13.09.2020;05914000;Goebenstr.;22-90 ger.;;;1055
13.09.2020;05914000;Goethestr.;;;;2153
13.09.2020;05914000;Goldberghang;;;;4202
13.09.2020;05914000;Goldbergstr.;1-17 ung.;;;1013
13.09.2020;05914000;Goldbergstr.;2-18 ger.;;;1012
13.09.2020;05914000;Goldene Pforte;;;;1063
13.09.2020;05914000;Gösselnhof;;;;3162
13.09.2020;05914000;Goswinstr.;;;;1062
13.09.2020;05914000;Gotenweg;;;;3192
13.09.2020;05914000;Gottfried-Keller-Str.;;;;2142
13.09.2020;05914000;Grabenstr.;21-44;;;1011
13.09.2020;05914000;Grabenstr.;1-16;;;1021
13.09.2020;05914000;Grabweg;;;;4225
13.09.2020;05914000;Graf-von-Galen-Ring;17-47;;;1011
13.09.2020;05914000;Graf-von-Galen-Ring;1-16;;;1031
13.09.2020;05914000;Gräweken;;;;2126
13.09.2020;05914000;Grazer Str.;;;;5263
13.09.2020;05914000;Grenzweg;;;;1052
13.09.2020;05914000;Griesenbecke;;;;4223
13.09.2020;05914000;Grimmestr.;2-20 ger.;;;2141
13.09.2020;05914000;Grimmestr.;1-39 ung.;;;2142
13.09.2020;05914000;Großer Kamp;;;;3162
13.09.2020;05914000;Grubenstr.;;;;4214
13.09.2020;05914000;Grummertstr.;;;;1092
13.09.2020;05914000;Gründelbusch;;;;3162
13.09.2020;05914000;Grundschötteler Str.;2-4;;;5242
13.09.2020;05914000;Grundschötteler Str.;34-80;;;5262
13.09.2020;05914000;Grundschötteler Str.;7-32;;;5232
13.09.2020;05914000;Grüner Weg;;;;3174
13.09.2020;05914000;Grünrockstr.;;;;3176
13.09.2020;05914000;Grünstr.;18,20,27-36;;;1093
13.09.2020;05914000;Grünstr.;6-17,19-23 ung.;;;1105
13.09.2020;05914000;Gumprechtstr.;;;;3184
13.09.2020;05914000;Gußstahlweg;;;;2125
13.09.2020;05914000;Gustavstr.;;;;1091
13.09.2020;05914000;Gut Hausen;;;;2111
13.09.2020;05914000;Gut Kuhweide;;;;4221
13.09.2020;05914000;Gut Schönfeld;;;;2151
13.09.2020;05914000;Gutenbergstr.;3-19 ung.,26-30;;;1092
13.09.2020;05914000;Gutenbergstr.;32,34;;;1094
13.09.2020;05914000;Gutenbergstr.;4-24 ger.;;;1091
13.09.2020;05914000;Haardtstr.;;;;3183
13.09.2020;05914000;Haarstrangweg;;;;3162
13.09.2020;05914000;Habichtsweg;;;;1062
13.09.2020;05914000;Hacheney;;;;3174
13.09.2020;05914000;Haenelstr.;;;;5242
13.09.2020;05914000;Haferkamp;17-63 ung.;;;1065
13.09.2020;05914000;Haferkamp;1-16,18-74 ger.,75-134;;;1064
13.09.2020;05914000;Hagener Str.;86-108;;;2144
13.09.2020;05914000;Hagener Str.;110-134 ger.;;;2143
13.09.2020;05914000;Hagener Str.;77,125;;;2136
13.09.2020;05914000;Hagener Str.;2-72;;;2114
13.09.2020;05914000;Hagener Str.;1;;;2115
13.09.2020;05914000;Hahnenbergs Garten;;;;3165
13.09.2020;05914000;Hahngericht;;;;5255
13.09.2020;05914000;Halde;;;;4223
13.09.2020;05914000;Haldener Str.;87-127 ung.,168-215;;;1081
13.09.2020;05914000;Haldener Str.;1-34,36-40 ger.;;;1083
13.09.2020;05914000;Haldener Str.;62-80 ger.,81-86,92-152 ger.;;;1084
13.09.2020;05914000;Haldener Str.;35-41 ung.,42-61,67-75 ung.;;;1082
13.09.2020;05914000;Hameckestr.;;;;2141
13.09.2020;05914000;Hammacherstr.;;;;3163
13.09.2020;05914000;Hammersteinstr.;;;;2121
13.09.2020;05914000;Hammerstr.;;;;5242
13.09.2020;05914000;Hampe;;;;4222
13.09.2020;05914000;Händelstr.;7-22;;;1054
13.09.2020;05914000;Händelstr.;2;;;1081
13.09.2020;05914000;Hangweg;;;;4223
13.09.2020;05914000;Hardenbergstr.;2-6 ger.;;;1023
13.09.2020;05914000;Hardenbergstr.;1-7 ung.,8-53;;;1055
13.09.2020;05914000;Harkortstr.;6-30,32-98 ger.;;;5231
13.09.2020;05914000;Harkortstr.;53-125 ung.;;;5262
13.09.2020;05914000;Harkortstr.;31-51 ung.;;;5264
13.09.2020;05914000;Hartmannstr.;14-18 ger.;;;2111
13.09.2020;05914000;Hartmannstr.;3-23 ung.;;;2152
13.09.2020;05914000;Harzstr.;;;;3162
13.09.2020;05914000;Hasencleverstr.;;;;5234
13.09.2020;05914000;Hasenlauf;1-19;;;1071
13.09.2020;05914000;Hasenlauf;20-48;;;1072
13.09.2020;05914000;Hasperbruch;;;;5251
13.09.2020;05914000;Hasselbach;;;;3165
13.09.2020;05914000;Hasselstr.;;;;4202
13.09.2020;05914000;Haßleyer Str.;19-45 ung.;;;1063
13.09.2020;05914000;Haßleyer Str.;2-50 ger.;;;1062
13.09.2020;05914000;Haus Busch;;;;2133
13.09.2020;05914000;Haus Elfriedenhöh;;;;1013
13.09.2020;05914000;Haus Harkorten;;;;5231
13.09.2020;05914000;Haus Ruhreck;;;;2112
13.09.2020;05914000;Haus Uffeln;;;;4224
13.09.2020;05914000;Heckenweg;;;;1043
13.09.2020;05914000;Hedwigstr.;;;;1102
13.09.2020;05914000;Heedfelder Str.;;;;4224
13.09.2020;05914000;Hegelstr.;;;;2152
13.09.2020;05914000;Hegenberg;;;;4223
13.09.2020;05914000;Hegge;;;;3191
13.09.2020;05914000;Heidbrache;;;;1041
13.09.2020;05914000;Heideschulweg;;;;3174
13.09.2020;05914000;Heidestr.;56-62 ger.,63-119;;;3173
13.09.2020;05914000;Heidestr.;5-53,57,59;;;3174
13.09.2020;05914000;Heidnocken;;;;3163
13.09.2020;05914000;Heigarenweg;;;;2134
13.09.2020;05914000;Heiler Weg;;;;5263
13.09.2020;05914000;Heilig-Geist-Str.;;;;5251
13.09.2020;05914000;Heimstatt;;;;1043
13.09.2020;05914000;Heinitzstr.;53-81;;;1055
13.09.2020;05914000;Heinitzstr.;2-40 ger.;;;1022
13.09.2020;05914000;Heinitzstr.;43-51;;;1051
13.09.2020;05914000;Heinrich-Heine-Str.;9-15;;;2143
13.09.2020;05914000;Heinrich-Heine-Str.;6,8,19-41;;;2145
13.09.2020;05914000;Heinrichstr.;;;;1101
13.09.2020;05914000;Heinrich-Zille-Str.;;;;1081
13.09.2020;05914000;Helbecke;;;;4223
13.09.2020;05914000;Helfer Str.;2-24 ger.;;;2114
13.09.2020;05914000;Helfer Str.;1-21 ung.;;;2115
13.09.2020;05914000;Helfer Str.;25-46;;;2131
13.09.2020;05914000;Helfer Str.;68-76 ger.;;;2132
13.09.2020;05914000;Helfer Str.;69,71;;;2133
13.09.2020;05914000;Hellweg;;;;2133
13.09.2020;05914000;Helmholtzstr.;;;;1042
13.09.2020;05914000;Hemker Kopf;;;;4222
13.09.2020;05914000;Hemker Weg;2-38;;;4222
13.09.2020;05914000;Hemker Weg;60;;;4223
13.09.2020;05914000;Hengstenberg;;;;4223
13.09.2020;05914000;Hengstenbergweg;;;;4222
13.09.2020;05914000;Hengsteyer Str.;3-53 ung.;;;2113
13.09.2020;05914000;Hengsteyer Str.;2-32 ger.,65-103;;;2116
13.09.2020;05914000;Henkhauser Str.;57-67 ung.;;;3193
13.09.2020;05914000;Henkhauser Str.;1-26;;;3192
13.09.2020;05914000;Henkhauser Str.;40-68 ger.;;;3194
13.09.2020;05914000;Henrichsiepen;;;;2134
13.09.2020;05914000;Henschelstr.;;;;1094
13.09.2020;05914000;Herbecker Weg;;;;3163
13.09.2020;05914000;Herdecker Str.;56,66;;;2111
13.09.2020;05914000;Herdecker Str.;8,9;;;2153
13.09.2020;05914000;Herderstr.;;;;2153
13.09.2020;05914000;Hermannstr.;23-31 ung.,32-44;;;1034
13.09.2020;05914000;Hermannstr.;1-7,12-26 ger.;;;1033
13.09.2020;05914000;Hermannstr.;11-19 ung.;;;1025
13.09.2020;05914000;Hermann-Sudermann-Str.;;;;5266
13.09.2020;05914000;Hermesstr.;;;;1083
13.09.2020;05914000;Herrenstr.;1-14,16;;;3176
13.09.2020;05914000;Herrenstr.;15,17;;;3184
13.09.2020;05914000;Herrenstr.;18-32;;;3185
13.09.2020;05914000;Hestertstr.;;;;5254
13.09.2020;05914000;Heubingstr.;;;;5234
13.09.2020;05914000;Heuerfeld;;;;1043
13.09.2020;05914000;Heugarten;;;;2134
13.09.2020;05914000;Heuland;;;;1063
13.09.2020;05914000;Heydastr.;;;;3162
13.09.2020;05914000;Hierseier Weg;;;;3185
13.09.2020;05914000;Hilgenland;;;;2113
13.09.2020;05914000;Hindenburgstr.;5-35;;;1011
13.09.2020;05914000;Hindenburgstr.;2;;;1031
13.09.2020;05914000;Hinter den Gärten;;;;1074
13.09.2020;05914000;Hobräck;;;;4225
13.09.2020;05914000;Hobräcker Weg;;;;3183
13.09.2020;05914000;Hochofenstr.;;;;5242
13.09.2020;05914000;Hochstr.;65-83,90,92;;;1013
13.09.2020;05914000;Hochstr.;87-93 ung.,94-134;;;1012
13.09.2020;05914000;Hochstr.;1-58;;;4201
13.09.2020;05914000;Hof Tempel;;;;5255
13.09.2020;05914000;Hoffnungstaler Str.;;;;4222
13.09.2020;05914000;Höfinghoffstr.;;;;4225
13.09.2020;05914000;Hofplatz;;;;2126
13.09.2020;05914000;Hofstr.;;;;5243
13.09.2020;05914000;Hoheleye;;;;2134
13.09.2020;05914000;Hohenfor;;;;4215
13.09.2020;05914000;Hohenlimburger Str.;1-5;;;1063
13.09.2020;05914000;Hohenlimburger Str.;35,81;;;3163
13.09.2020;05914000;Hohenlimburger Str.;198-218 ger.;;;3185
13.09.2020;05914000;Hohenlimburger Str.;80-96 ger.,105-197,199-217 ung.;;;3191
13.09.2020;05914000;Hohenzollernstr.;;;;1012
13.09.2020;05914000;Hohle Str.;2-62,64;;;4215
13.09.2020;05914000;Hohle Str.;63,65-124;;;4213
13.09.2020;05914000;Höhwaldstr.;;;;4212
13.09.2020;05914000;Holbeinstr.;1;;;1083
13.09.2020;05914000;Holbeinstr.;2-12;;;1082
13.09.2020;05914000;Holthauser Str.;;;;3191
13.09.2020;05914000;Holunderweg;;;;1065
13.09.2020;05914000;Homertstr.;;;;4225
13.09.2020;05914000;Hönnestr.;;;;1022
13.09.2020;05914000;Hördenstr.;1-25;;;5243
13.09.2020;05914000;Hördenstr.;29-85;;;5253
13.09.2020;05914000;Hospitalstr.;;;;2115
13.09.2020;05914000;Houbenstr.;;;;1041
13.09.2020;05914000;Hövelstr.;;;;3163
13.09.2020;05914000;Hovestadtstr.;1-35;;;1064
13.09.2020;05914000;Hovestadtstr.;37;;;1065
13.09.2020;05914000;Höxterstr.;;;;5235
13.09.2020;05914000;H.-Tilmann-Weg;;;;3165
13.09.2020;05914000;Hubertusstr.;;;;4204
13.09.2020;05914000;Hückinghausen;;;;4223
13.09.2020;05914000;Hufelandstr.;;;;1042
13.09.2020;05914000;Hügelstr.;;;;2144
13.09.2020;05914000;Hugo-Preuß-Str.;;;;1011
13.09.2020;05914000;Hülsbergstr.;;;;2154
13.09.2020;05914000;Hülsemannweg;;;;3175
13.09.2020;05914000;Humboldtstr.;;;;1012
13.09.2020;05914000;Hummelbachstr.;;;;4214
13.09.2020;05914000;Humperdinckstr.;;;;3193
13.09.2020;05914000;Humpertstr.;2-8 ger.;;;1052
13.09.2020;05914000;Humpertstr.;3-21 ung.;;;1051
13.09.2020;05914000;Hunsdiek;;;;4225
13.09.2020;05914000;Hunsrückstr.;;;;3162
13.09.2020;05914000;Husterstr.;;;;3191
13.09.2020;05914000;Hüsteystr.;;;;4214
13.09.2020;05914000;Hütte;;;;5255
13.09.2020;05914000;Hüttenbergstr.;;;;4204
13.09.2020;05914000;Hüttenplatz;;;;5241
13.09.2020;05914000;Im Alten Holz;1-66;;;1053
13.09.2020;05914000;Im Alten Holz;71-184;;;3162
13.09.2020;05914000;Im Bardensiepen;;;;3175
13.09.2020;05914000;Im Braucke;;;;2126
13.09.2020;05914000;Im Dahl;;;;2151
13.09.2020;05914000;Im Deerth;2-7;;;1094
13.09.2020;05914000;Im Deerth;10;;;5254
13.09.2020;05914000;Im Dorf;;;;2126
13.09.2020;05914000;Im Dünningsbruch;;;;1065
13.09.2020;05914000;Im Eckey;;;;2126
13.09.2020;05914000;Im Eichenwald;;;;1072
13.09.2020;05914000;Im Eichhof;;;;3165
13.09.2020;05914000;Im Erlenbusch;;;;1072
13.09.2020;05914000;Im Flasspoth;;;;2126
13.09.2020;05914000;Im Gärtchen;;;;3191
13.09.2020;05914000;Im Gersegge;;;;3171
13.09.2020;05914000;Im Grund;;;;4224
13.09.2020;05914000;Im Haerte;;;;4225
13.09.2020;05914000;Im Hamperbach;;;;4222
13.09.2020;05914000;Im Hanewinkel;;;;5254
13.09.2020;05914000;Im Hördenbruch;;;;5253
13.09.2020;05914000;Im Kampe;;;;3164
13.09.2020;05914000;Im Kettelbach;;;;5255
13.09.2020;05914000;Im Kirchenberg;;;;3166
13.09.2020;05914000;Im Kley;4-30 ger.;;;3172
13.09.2020;05914000;Im Kley;9-39 ung.;;;3194
13.09.2020;05914000;Im Klosterkamp;28-40 ger.;;;3176
13.09.2020;05914000;Im Klosterkamp;1-23,31-41 ung.;;;3192
13.09.2020;05914000;Im Kurk;;;;5255
13.09.2020;05914000;Im Kursbrink;;;;5233
13.09.2020;05914000;Im Langen Lohe;;;;1062
13.09.2020;05914000;Im Langenstück;;;;4221
13.09.2020;05914000;Im Lindental;;;;5242
13.09.2020;05914000;Im Löhenbusch;;;;3171
13.09.2020;05914000;Im Löhken;;;;2122
13.09.2020;05914000;Im Lonscheid;;;;5255
13.09.2020;05914000;Im Mühlenwert;;;;5242
13.09.2020;05914000;Im Niederfeld;;;;3192
13.09.2020;05914000;Im Nordfeld;;;;3164
13.09.2020;05914000;Im Ölm;26-32 ger.;;;3166
13.09.2020;05914000;Im Ölm;25-79 ung.;;;3194
13.09.2020;05914000;Im Ostfeld;;;;3171
13.09.2020;05914000;Im Rosengarten;;;;1085
13.09.2020;05914000;Im Sibb;;;;3173
13.09.2020;05914000;Im Sonnenwinkel;;;;3166
13.09.2020;05914000;Im Spieck;;;;3175
13.09.2020;05914000;Im Stell;;;;2151
13.09.2020;05914000;Im Stift;;;;3192
13.09.2020;05914000;Im Stockhof;;;;3194
13.09.2020;05914000;Im Strang;;;;1074
13.09.2020;05914000;Im Teitlande;;;;5254
13.09.2020;05914000;Im Voßhegte;;;;5256
13.09.2020;05914000;Im Weinhof;;;;3176
13.09.2020;05914000;Im Werth;;;;4221
13.09.2020;05914000;Im Wiedenbusch;;;;2131
13.09.2020;05914000;Im Wiesengrund;;;;1072
13.09.2020;05914000;Im Winkel;;;;4223
13.09.2020;05914000;Imkerweg;2-26 ger.;;;2151
13.09.2020;05914000;Imkerweg;3-17 ung.;;;2154
13.09.2020;05914000;In den Erlen;;;;2154
13.09.2020;05914000;In den Höfen;;;;3174
13.09.2020;05914000;In den Rotbüschen;;;;3164
13.09.2020;05914000;In den Wiesen;;;;2126
13.09.2020;05914000;In der Arche;11;;;3184
13.09.2020;05914000;In der Arche;8;;;3185
13.09.2020;05914000;In der Asmecke;;;;4225
13.09.2020;05914000;In der Delle;;;;5261
13.09.2020;05914000;In der Geweke;;;;5234
13.09.2020;05914000;In der Halle;;;;2154
13.09.2020;05914000;In der Hocksche;;;;2126
13.09.2020;05914000;In der Hülsche;;;;5233
13.09.2020;05914000;In der Imke;;;;2154
13.09.2020;05914000;In der Krone;;;;2125
13.09.2020;05914000;In der Luke;;;;1062
13.09.2020;05914000;In der Senke;;;;1061
13.09.2020;05914000;In der Welle;;;;4214
13.09.2020;05914000;Innsbrucker Str.;;;;5232
13.09.2020;05914000;Intzestr.;;;;5256
13.09.2020;05914000;Iserlohner Str.;7-15 ung.;;;3176
13.09.2020;05914000;Iserlohner Str.;17-29 ung.;;;3192
13.09.2020;05914000;Iserlohner Str.;125,192;;;3171
13.09.2020;05914000;Iserlohner Str.;72-182 ger.;;;3173
13.09.2020;05914000;Iserlohner Str.;2-70 ger.;;;3174
13.09.2020;05914000;Iserlohner Str.;59-115 ung.;;;3175
13.09.2020;05914000;Jagdweg;;;;3165
13.09.2020;05914000;Jägerstr.;;;;4202
13.09.2020;05914000;Jahnstr.;;;;3185
13.09.2020;05914000;Jakobstr.;;;;1101
13.09.2020;05914000;Johann-F.-Oberlin-Str.;11-15;;;2132
13.09.2020;05914000;Johann-F.-Oberlin-Str.;4-10 ger.;;;2136
13.09.2020;05914000;Johanniskirchplatz;;;;4201
13.09.2020;05914000;Joh.-Gottlieb-Fichte-Str.;;;;2111
13.09.2020;05914000;Jugendstr.;;;;5263
13.09.2020;05914000;Jungfernbruch;;;;5231
13.09.2020;05914000;Kabeler Str.;;;;2125
13.09.2020;05914000;Kaiserstr.;;;;3184
13.09.2020;05914000;Kalkstr.;;;;3181
13.09.2020;05914000;Kallestr.;;;;4225
13.09.2020;05914000;Kalthausen;;;;4223
13.09.2020;05914000;Kalthauser Bach;;;;4223
13.09.2020;05914000;Kammannstr.;2-88 ger.;;;1024
13.09.2020;05914000;Kammannstr.;1-29 ung.;;;1022
13.09.2020;05914000;Kampstr.;2-10 ger.,11-34;;;1012
13.09.2020;05914000;Kampstr.;1-5 ung.;;;1013
13.09.2020;05914000;Kantstr.;;;;1055
13.09.2020;05914000;Kapellenstr.;1-29,31,33;;;2143
13.09.2020;05914000;Kapellenstr.;30,35-76;;;2145
13.09.2020;05914000;Kapellenstr.;86;;;2142
13.09.2020;05914000;Karl-E.-Osthaus-Str.;90;;;1074
13.09.2020;05914000;Karl-E.-Osthaus-Str.;68-84 ger.;;;1073
13.09.2020;05914000;Karl-E.-Osthaus-Str.;4-56 ger.;;;1072
13.09.2020;05914000;Karl-E.-Osthaus-Str.;1-31 ung.;;;1061
13.09.2020;05914000;Karl-E.-Osthaus-Str.;35-79 ung.;;;1062
13.09.2020;05914000;Karl-Gerharts-Str.;;;;2126
13.09.2020;05914000;Karl-Halle-Str.;16-80 ger.,81-133;;;1055
13.09.2020;05914000;Karl-Halle-Str.;2-15,17-79 ung.;;;1051
13.09.2020;05914000;Karl-Marx-Str.;;;;1011
13.09.2020;05914000;Karl-Schlickum-Weg;;;;4215
13.09.2020;05914000;Karlstr.;;;;5242
13.09.2020;05914000;Käsbergstr.;;;;5262
13.09.2020;05914000;Kastanienweg;;;;3164
13.09.2020;05914000;Käthe-Kollwitz-Str.;;;;1081
13.09.2020;05914000;Kattenohl;;;;4225
13.09.2020;05914000;Keplerstr.;;;;4225
13.09.2020;05914000;Kettelerstr.;;;;2133
13.09.2020;05914000;Kiebitzweg;;;;3194
13.09.2020;05914000;Kiefernstr.;;;;1103
13.09.2020;05914000;Kinkelstr.;1-7,8;;;1024
13.09.2020;05914000;Kinkelstr.;7-13 ung.,14-42;;;1034
13.09.2020;05914000;Kinzigstr.;;;;1034
13.09.2020;05914000;Kipperstr.;;;;5266
13.09.2020;05914000;Kirchbergstr.;;;;2152
13.09.2020;05914000;Kirchlohweg;;;;2116
13.09.2020;05914000;Kirchstr.;2,6-31;;;2115
13.09.2020;05914000;Kirchstr.;1-5 ung.;;;2121
13.09.2020;05914000;Kirmesplatz;;;;5242
13.09.2020;05914000;Kirschenweg;;;;2154
13.09.2020;05914000;Klagenfurtstr.;;;;5262
13.09.2020;05914000;Klaraweg;;;;1102
13.09.2020;05914000;Kleekamp;;;;3174
13.09.2020;05914000;Kleiberweg;;;;3194
13.09.2020;05914000;Kleine Str.;;;;2112
13.09.2020;05914000;Kleiststr.;;;;1082
13.09.2020;05914000;Klippchen;;;;3191
13.09.2020;05914000;Klippe;;;;4223
13.09.2020;05914000;Klopstockstr.;;;;2153
13.09.2020;05914000;Klosterstr.;;;;1055
13.09.2020;05914000;Kluser Weg;;;;4223
13.09.2020;05914000;Klusfeld;;;;4223
13.09.2020;05914000;Klusholz;;;;4223
13.09.2020;05914000;Klutertweg;;;;5253
13.09.2020;05914000;Kniestr.;;;;4202
13.09.2020;05914000;Knippschildstr.;20;;;1044
13.09.2020;05914000;Knippschildstr.;40-69;;;2134
13.09.2020;05914000;Knippschildstr.;5;;;2135
13.09.2020;05914000;Knüwenstr.;39-49 ung.,50-68;;;2115
13.09.2020;05914000;Knüwenstr.;2-38,40-48 ger.;;;2123
13.09.2020;05914000;Koboldweg;;;;5261
13.09.2020;05914000;Kochstr.;;;;1032
13.09.2020;05914000;Kockenhof;;;;3164
13.09.2020;05914000;Köckingstr.;;;;5252
13.09.2020;05914000;Kohlbergstr.;;;;4225
13.09.2020;05914000;Köhlerweg;5-9 ung.,16;;;1074
13.09.2020;05914000;Köhlerweg;2-10 ger.,24;;;1075
13.09.2020;05914000;Koksstr.;;;;5266
13.09.2020;05914000;Kolbenstr.;;;;3191
13.09.2020;05914000;Kolmarer Str.;;;;4215
13.09.2020;05914000;Kölner Str.;3;;;5241
13.09.2020;05914000;Kölner Str.;2,4-81;;;5242
13.09.2020;05914000;Kolpingstr.;;;;3184
13.09.2020;05914000;Königsberger Str.;24-33;;;3192
13.09.2020;05914000;Königsberger Str.;2-22;;;3194
13.09.2020;05914000;Königstr.;1-8,10-36 ger.;;;1024
13.09.2020;05914000;Königstr.;9-31 ung.;;;1034
13.09.2020;05914000;Konkordiastr.;;;;1012
13.09.2020;05914000;Kopernikusstr.;;;;4225
13.09.2020;05914000;Körnerstr.;73-85 ung.;;;1031
13.09.2020;05914000;Körnerstr.;25-71 ung.;;;1011
13.09.2020;05914000;Körnerstr.;48-94 ger.;;;1021
13.09.2020;05914000;Kornstr.;;;;5264
13.09.2020;05914000;Kösliner Str.;;;;3192
13.09.2020;05914000;Kottmannstr.;;;;1106
13.09.2020;05914000;Krähenweg;;;;1062
13.09.2020;05914000;Krähnockenstr.;76-100;;;4212
13.09.2020;05914000;Krähnockenstr.;23,25-41;;;4211
13.09.2020;05914000;Krähnockenstr.;50-70;;;4204
13.09.2020;05914000;Krähnockenstr.;75;;;4203
13.09.2020;05914000;Krähnockenstr.;5-22,24;;;4202
13.09.2020;05914000;Krambergstr.;4-66 ger.;;;2124
