version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.2;05366024;Gemeinde Kall;13.09.2020;Ratswahl NRW;Ratswahl;Wahlbezirk;;;;Wahlbezirk;Stimmbezirk
