version;wahl-behoerde-gs;wahl-behoerde-name;wahl-datum;wahl-name;wahl-bezeichnung;kandidat-gebiet-bezeichnung;gebiet-ebene-5-bezeichnung;gebiet-ebene-4-bezeichnung;gebiet-ebene-3-bezeichnung;gebiet-ebene-2-bezeichnung;bezirk-bezeichnung
0.3;08212000;Stadt Karlsruhe;23.02.2025;Bundestagswahl 2025;Bundestagswahl 2025;Wahlkreis;;;Wahlkreis;Stadtteile;Wahlbezirke
